Name,Type,calories,protein,carbohydrate,total_fat,Tags,Allergens,Swap_Group,Goal
Rice murukku,Lunch,1484,13.5,83.2,120.6,Veg,,Veg_Lunch,Maintain
Rice murukku,Dinner,1484,13.5,83.2,120.6,Veg,,Veg_Dinner,Maintain
Bhel puri ,Lunch,1274,8.8,41.2,119.8,Veg,,Veg_Lunch,Maintain
Bhel puri ,Dinner,1274,8.8,41.2,119.8,Veg,,Veg_Dinner,Maintain
Semolina dhokla (Suji/Rava dhokla),Lunch,487,13.6,77.2,13.0,Veg,,Veg_Lunch,Maintain
Semolina dhokla (Suji/Rava dhokla),Dinner,487,13.6,77.2,13.0,Veg,,Veg_Dinner,Maintain
Spicy corn chaat ,Lunch,1199,11.5,28.6,116.4,Veg,,Veg_Lunch,Maintain
Spicy corn chaat ,Dinner,1199,11.5,28.6,116.4,Veg,,Veg_Dinner,Maintain
Jackfruit fritters (Ponsa mulik/Kathal ka pakora),Lunch,1494,5.8,60.0,136.0,Veg,,Veg_Lunch,Maintain
Jackfruit fritters (Ponsa mulik/Kathal ka pakora),Dinner,1494,5.8,60.0,136.0,Veg,,Veg_Dinner,Maintain
Banana chips (Kele ke chips),Lunch,1664,0.9,18.3,176.1,Veg,,Veg_Lunch,Maintain
Banana chips (Kele ke chips),Dinner,1664,0.9,18.3,176.1,Veg,,Veg_Dinner,Maintain
Wheat cake,Lunch,786,12.0,102.8,37.4,Veg,Gluten,Veg_Lunch,Maintain
Wheat cake,Dinner,786,12.0,102.8,37.4,Veg,Gluten,Veg_Dinner,Maintain
Mango cheesecake,Lunch,381,6.0,50.2,18.2,Veg,,Veg_Lunch,Maintain
Mango cheesecake,Dinner,381,6.0,50.2,18.2,Veg,,Veg_Dinner,Maintain
Carrot cake (Gajar ka cake),Lunch,638,14.0,89.9,25.7,Veg,,Veg_Lunch,Maintain
Carrot cake (Gajar ka cake),Dinner,638,14.0,89.9,25.7,Veg,,Veg_Dinner,Maintain
Semolina cake (Suji/Rava cake),Lunch,935,16.4,78.3,63.0,Veg,,Veg_Lunch,Maintain
Semolina cake (Suji/Rava cake),Dinner,935,16.4,78.3,63.0,Veg,,Veg_Dinner,Maintain
Finger millet cake (Ragi cake),Lunch,698,9.9,97.3,30.7,Veg,,Veg_Lunch,Maintain
Finger millet cake (Ragi cake),Dinner,698,9.9,97.3,30.7,Veg,,Veg_Dinner,Maintain
Honey cake,Lunch,833,7.7,122.6,36.8,Veg,,Veg_Lunch,Maintain
Honey cake,Dinner,833,7.7,122.6,36.8,Veg,,Veg_Dinner,Maintain
Almond cardamom cake (Badam elaichi cake),Lunch,890,18.0,86.3,53.4,Veg,Nuts,Veg_Lunch,Maintain
Almond cardamom cake (Badam elaichi cake),Dinner,890,18.0,86.3,53.4,Veg,Nuts,Veg_Dinner,Maintain
Tutti frutti cake,Lunch,869,11.2,132.4,31.7,Veg,,Veg_Lunch,Maintain
Tutti frutti cake,Dinner,869,11.2,132.4,31.7,Veg,,Veg_Dinner,Maintain
Ham and Bean soup,Breakfast,144,15.9,6.3,6.2,Veg,,Veg_Breakfast,Weight Loss
Ham and Bean soup,Snack,144,15.9,6.3,6.2,Veg,,Veg_Snack,Weight Loss
Whey soup,Breakfast,103,5.2,9.4,5.0,Veg,,Veg_Breakfast,Weight Loss
Whey soup,Snack,103,5.2,9.4,5.0,Veg,,Veg_Snack,Weight Loss
Bottle gourd soup (Ghiya/Lauki soup),Breakfast,69,1.4,3.5,5.4,Veg,,Veg_Breakfast,Weight Loss
Bottle gourd soup (Ghiya/Lauki soup),Snack,69,1.4,3.5,5.4,Veg,,Veg_Snack,Weight Loss
Baked potato soup,Breakfast,220,8.6,8.8,16.8,Veg,,Veg_Breakfast,Maintain
Baked potato soup,Snack,220,8.6,8.8,16.8,Veg,,Veg_Snack,Maintain
Pumpkin soup,Breakfast,120,1.4,6.2,9.6,Veg,,Veg_Breakfast,Weight Loss
Pumpkin soup,Snack,120,1.4,6.2,9.6,Veg,,Veg_Snack,Weight Loss
Sweet corn soup,Breakfast,96,3.0,10.7,4.9,Veg,,Veg_Breakfast,Weight Loss
Sweet corn soup,Snack,96,3.0,10.7,4.9,Veg,,Veg_Snack,Weight Loss
Paneer soup,Breakfast,143,9.7,7.3,8.4,Veg,Dairy,Veg_Breakfast,Weight Loss
Paneer soup,Snack,143,9.7,7.3,8.4,Veg,Dairy,Veg_Snack,Weight Loss
Curried Cauliflower soup,Breakfast,111,20.2,9.4,29.3,Veg,,Veg_Breakfast,Muscle Gain
Curried Cauliflower soup,Snack,111,20.2,9.4,29.3,Veg,,Veg_Snack,Muscle Gain
Millet soup,Breakfast,83,16.9,12.3,18.9,Veg,,Veg_Breakfast,Maintain
Millet soup,Snack,83,16.9,12.3,18.9,Veg,,Veg_Snack,Maintain
Lemon coriander soup,Breakfast,162,3.4,15.5,9.4,Veg,,Veg_Breakfast,Weight Loss
Lemon coriander soup,Snack,162,3.4,15.5,9.4,Veg,,Veg_Snack,Weight Loss
Garlic soup,Lunch,487,5.9,17.5,44.1,Veg,,Veg_Lunch,Maintain
Garlic soup,Dinner,487,5.9,17.5,44.1,Veg,,Veg_Dinner,Maintain
Dal makhani,Breakfast,111,5.0,11.9,4.6,Veg,,Veg_Breakfast,Weight Loss
Dal makhani,Snack,111,5.0,11.9,4.6,Veg,,Veg_Snack,Weight Loss
Dalma,Breakfast,178,7.4,22.6,6.9,Veg,,Veg_Breakfast,Weight Loss
Dalma,Snack,178,7.4,22.6,6.9,Veg,,Veg_Snack,Weight Loss
Split bengal gram dal (Channa dal),Breakfast,149,6.2,15.0,6.9,Veg,,Veg_Breakfast,Weight Loss
Split bengal gram dal (Channa dal),Snack,149,6.2,15.0,6.9,Veg,,Veg_Snack,Weight Loss
Horsegram dal (Kulthi dal) ,Breakfast,83,4.4,12.3,1.7,Veg,,Veg_Breakfast,Weight Loss
Horsegram dal (Kulthi dal) ,Snack,83,4.4,12.3,1.7,Veg,,Veg_Snack,Weight Loss
Panchmel dal,Breakfast,166,6.9,16.1,8.0,Veg,,Veg_Breakfast,Weight Loss
Panchmel dal,Snack,166,6.9,16.1,8.0,Veg,,Veg_Snack,Weight Loss
Dal dhokli,Breakfast,103,4.4,12.8,3.7,Veg,,Veg_Breakfast,Weight Loss
Dal dhokli,Snack,103,4.4,12.8,3.7,Veg,,Veg_Snack,Weight Loss
Gujarati handvo ,Lunch,517,20.6,79.6,12.0,Veg,,Veg_Lunch,Muscle Gain
Gujarati handvo ,Dinner,517,20.6,79.6,12.0,Veg,,Veg_Dinner,Muscle Gain
Sev (Omapodi/Karapusa),Lunch,1522,12.8,32.2,150.2,Veg,,Veg_Lunch,Maintain
Sev (Omapodi/Karapusa),Dinner,1522,12.8,32.2,150.2,Veg,,Veg_Dinner,Maintain
Papdi,Lunch,1772,4.6,32.2,180.3,Veg,,Veg_Lunch,Maintain
Papdi,Dinner,1772,4.6,32.2,180.3,Veg,,Veg_Dinner,Maintain
Jowar dosa,Breakfast,735,21.2,101.3,25.7,Veg,,Veg_Breakfast,Muscle Gain
Bread roll,Lunch,1088,7.1,40.3,100.6,Veg,Gluten,Veg_Lunch,Maintain
Bread roll,Dinner,1088,7.1,40.3,100.6,Veg,Gluten,Veg_Dinner,Maintain
Soya seekh kebab,Breakfast,172,8.1,15.0,8.8,Veg,Soy,Veg_Breakfast,Weight Loss
Soya seekh kebab,Snack,172,8.1,15.0,8.8,Veg,Soy,Veg_Snack,Weight Loss
Classic seasoned black beans,Breakfast,86,24.0,23.0,24.8,Veg,,Veg_Breakfast,Muscle Gain
Classic seasoned black beans,Snack,86,24.0,23.0,24.8,Veg,,Veg_Snack,Muscle Gain
Maa chaane ki dal,Lunch,861,49.5,107.8,23.8,Veg,,Veg_Lunch,Muscle Gain
Maa chaane ki dal,Dinner,861,49.5,107.8,23.8,Veg,,Veg_Dinner,Muscle Gain
Garlic chickpea soup (Lahasun aur chane ka shoraba),Breakfast,134,6.7,20.9,3.0,Veg,,Veg_Breakfast,Weight Loss
Garlic chickpea soup (Lahasun aur chane ka shoraba),Snack,134,6.7,20.9,3.0,Veg,,Veg_Snack,Weight Loss
White sauce (thin),Breakfast,172,5.0,9.9,12.6,Veg,,Veg_Breakfast,Maintain
White sauce (thin),Snack,172,5.0,9.9,12.6,Veg,,Veg_Snack,Maintain
White sauce (medium),Lunch,378,8.4,20.0,29.4,Veg,,Veg_Lunch,Maintain
White sauce (medium),Dinner,378,8.4,20.0,29.4,Veg,,Veg_Dinner,Maintain
White sauce (thick),Lunch,524,8.6,25.6,43.0,Veg,,Veg_Lunch,Maintain
White sauce (thick),Dinner,524,8.6,25.6,43.0,Veg,,Veg_Dinner,Maintain
Cheese sauce,Lunch,486,19.2,17.7,37.8,Veg,,Veg_Lunch,Maintain
Cheese sauce,Dinner,486,19.2,17.7,37.8,Veg,,Veg_Dinner,Maintain
Egg sauce,Breakfast,220,9.0,8.8,16.6,Non-Veg,Eggs,Non-Veg_Breakfast,Maintain
Mushroom sauce,Breakfast,206,5.1,11.0,15.8,Veg,,Veg_Breakfast,Maintain
Mushroom sauce,Snack,206,5.1,11.0,15.8,Veg,,Veg_Snack,Maintain
Mustard sauce,Lunch,396,10.0,20.7,30.4,Veg,,Veg_Lunch,Maintain
Mustard sauce,Dinner,396,10.0,20.7,30.4,Veg,,Veg_Dinner,Maintain
Brown sauce,Breakfast,163,17.9,8.1,35.5,Veg,,Veg_Breakfast,Maintain
Brown sauce,Snack,163,17.9,8.1,35.5,Veg,,Veg_Snack,Maintain
Classic italian pasta,Breakfast,126,1.7,13.2,7.4,Veg,,Veg_Breakfast,Weight Loss
Classic italian pasta,Snack,126,1.7,13.2,7.4,Veg,,Veg_Snack,Weight Loss
Pasta spinach sauce,Breakfast,128,2.6,2.6,11.9,Veg,,Veg_Breakfast,Maintain
Pasta spinach sauce,Snack,128,2.6,2.6,11.9,Veg,,Veg_Snack,Maintain
Pasta cheese sauce,Breakfast,223,6.5,13.5,16.3,Veg,,Veg_Breakfast,Maintain
Pasta cheese sauce,Snack,223,6.5,13.5,16.3,Veg,,Veg_Snack,Maintain
Mayonnaise,Lunch,1937,4.6,4.1,211.3,Veg,,Veg_Lunch,Maintain
Mayonnaise,Dinner,1937,4.6,4.1,211.3,Veg,,Veg_Dinner,Maintain
Low calorie quick mayonnaise,Lunch,607,3.5,11.8,60.9,Veg,,Veg_Lunch,Maintain
Low calorie quick mayonnaise,Dinner,607,3.5,11.8,60.9,Veg,,Veg_Dinner,Maintain
Thousand island dressing,Lunch,1019,3.4,11.2,107.2,Veg,,Veg_Lunch,Maintain
Thousand island dressing,Dinner,1019,3.4,11.2,107.2,Veg,,Veg_Dinner,Maintain
Curd dip,Breakfast,119,7.6,11.9,5.0,Veg,Dairy,Veg_Breakfast,Weight Loss
Curd dip,Snack,119,7.6,11.9,5.0,Veg,Dairy,Veg_Snack,Weight Loss
Short crust pastry,Lunch,1055,15.3,111.8,60.0,Veg,,Veg_Lunch,Maintain
Short crust pastry,Dinner,1055,15.3,111.8,60.0,Veg,,Veg_Dinner,Maintain
Choux pastry,Lunch,555,13.9,40.5,37.4,Veg,,Veg_Lunch,Maintain
Choux pastry,Dinner,555,13.9,40.5,37.4,Veg,,Veg_Dinner,Maintain
Flaky pastry,Lunch,1109,11.7,84.0,80.0,Veg,,Veg_Lunch,Maintain
Flaky pastry,Dinner,1109,11.7,84.0,80.0,Veg,,Veg_Dinner,Maintain
Sponge cake ,Lunch,634,23.0,111.6,11.9,Veg,,Veg_Lunch,Muscle Gain
Sponge cake ,Dinner,634,23.0,111.6,11.9,Veg,,Veg_Dinner,Muscle Gain
Glace icing,Lunch,808,0.0,215.8,0.0,Veg,,Veg_Lunch,Maintain
Glace icing,Dinner,808,0.0,215.8,0.0,Veg,,Veg_Dinner,Maintain
Royal icing,Lunch,831,4.4,216.3,0.0,Veg,,Veg_Lunch,Maintain
Royal icing,Dinner,831,4.4,216.3,0.0,Veg,,Veg_Dinner,Maintain
American frosting,Lunch,643,2.6,168.7,0.0,Veg,,Veg_Lunch,Maintain
American frosting,Dinner,643,2.6,168.7,0.0,Veg,,Veg_Dinner,Maintain
Gum icing,Lunch,557,14.8,133.0,0.0,Veg,,Veg_Lunch,Maintain
Gum icing,Dinner,557,14.8,133.0,0.0,Veg,,Veg_Dinner,Maintain
Channa murmura premix,Lunch,847,26.5,181.5,8.2,Veg,,Veg_Lunch,Muscle Gain
Channa murmura premix,Dinner,847,26.5,181.5,8.2,Veg,,Veg_Dinner,Muscle Gain
Cracked wheat and green gram dal premix (Dalia moong dal premix),Lunch,905,39.7,161.9,12.8,Veg,Gluten,Veg_Lunch,Muscle Gain
Cracked wheat and green gram dal premix (Dalia moong dal premix),Dinner,905,39.7,161.9,12.8,Veg,Gluten,Veg_Dinner,Muscle Gain
Rice flakes and roasted channa ,Lunch,833,26.4,179.8,7.4,Veg,,Veg_Lunch,Muscle Gain
Rice flakes and roasted channa ,Dinner,833,26.4,179.8,7.4,Veg,,Veg_Dinner,Muscle Gain
Spinach soup in milk ,Breakfast,85,4.3,6.0,4.8,Veg,Dairy,Veg_Breakfast,Weight Loss
Spinach soup in milk ,Snack,85,4.3,6.0,4.8,Veg,Dairy,Veg_Snack,Weight Loss
Vegetable soup,Breakfast,82,3.3,11.4,2.3,Veg,,Veg_Breakfast,Weight Loss
Vegetable soup,Snack,82,3.3,11.4,2.3,Veg,,Veg_Snack,Weight Loss
Mashed banana with milk,Breakfast,143,3.8,21.9,4.5,Veg,Dairy,Veg_Breakfast,Weight Loss
Mashed banana with milk,Snack,143,3.8,21.9,4.5,Veg,Dairy,Veg_Snack,Weight Loss
Poha with curd (Poha aur dahi),Breakfast,433,15.0,66.8,11.6,Veg,Dairy,Veg_Breakfast,Maintain
Potato with curd,Breakfast,109,4.8,18.0,2.0,Veg,Dairy,Veg_Breakfast,Weight Loss
Potato with curd,Snack,109,4.8,18.0,2.0,Veg,Dairy,Veg_Snack,Weight Loss
Sweet wheat porridge (Sweet dalia),Breakfast,210,7.7,35.7,4.2,Veg,Gluten,Veg_Breakfast,Weight Loss
Sweet wheat porridge (Sweet dalia),Snack,210,7.7,35.7,4.2,Veg,Gluten,Veg_Snack,Weight Loss
Vegetable khichdi/khichri,Breakfast,214,8.4,29.4,6.8,Veg,,Veg_Breakfast,Weight Loss
Vegetable khichdi/khichri,Snack,214,8.4,29.4,6.8,Veg,,Veg_Snack,Weight Loss
Moong dal mixture,Lunch,397,11.6,84.8,2.5,Veg,,Veg_Lunch,Weight Loss
Moong dal mixture,Dinner,397,11.6,84.8,2.5,Veg,,Veg_Dinner,Weight Loss
Cracked wheat khichri/khichdi (Dalia khichri/khichdi),Lunch,418,18.9,55.9,13.8,Veg,Gluten,Veg_Lunch,Maintain
Cracked wheat khichri/khichdi (Dalia khichri/khichdi),Dinner,418,18.9,55.9,13.8,Veg,Gluten,Veg_Dinner,Maintain
Stewed apple,Breakfast,137,0.3,33.7,0.6,Veg,,Veg_Breakfast,Weight Loss
Stewed apple,Snack,137,0.3,33.7,0.6,Veg,,Veg_Snack,Weight Loss
Lemon squash (Nimbu ka squash),Lunch,461,0.4,122.2,0.2,Veg,,Veg_Lunch,Maintain
Lemon squash (Nimbu ka squash),Dinner,461,0.4,122.2,0.2,Veg,,Veg_Dinner,Maintain
Orange squash (Santre ka squash),Lunch,483,0.6,127.2,0.1,Veg,,Veg_Lunch,Maintain
Orange squash (Santre ka squash),Dinner,483,0.6,127.2,0.1,Veg,,Veg_Dinner,Maintain
Lichi squash,Lunch,495,0.8,129.9,0.2,Veg,,Veg_Lunch,Maintain
Lichi squash,Dinner,495,0.8,129.9,0.2,Veg,,Veg_Dinner,Maintain
Mango squash (Aam ka squash),Lunch,486,0.4,127.4,0.4,Veg,,Veg_Lunch,Maintain
Mango squash (Aam ka squash),Dinner,486,0.4,127.4,0.4,Veg,,Veg_Dinner,Maintain
Pineapple squash (Ananas ka squash),Lunch,487,0.4,128.4,0.1,Veg,,Veg_Lunch,Maintain
Pineapple squash (Ananas ka squash),Dinner,487,0.4,128.4,0.1,Veg,,Veg_Dinner,Maintain
Lemon and ginger squash (Nimbu aur adrak ka squash),Lunch,425,1.4,110.2,0.5,Veg,,Veg_Lunch,Maintain
Lemon and ginger squash (Nimbu aur adrak ka squash),Dinner,425,1.4,110.2,0.5,Veg,,Veg_Dinner,Maintain
Apple jam (Seb ka murabba),Lunch,471,0.4,121.4,0.8,Veg,,Veg_Lunch,Maintain
Apple jam (Seb ka murabba),Dinner,471,0.4,121.4,0.8,Veg,,Veg_Dinner,Maintain
Plum jam (Aloo bukhara jam),Lunch,447,0.8,115.5,0.5,Veg,,Veg_Lunch,Maintain
Plum jam (Aloo bukhara jam),Dinner,447,0.8,115.5,0.5,Veg,,Veg_Dinner,Maintain
Pineapple jam ,Breakfast,223,0.5,57.4,0.2,Veg,,Veg_Breakfast,Weight Loss
Pineapple jam ,Snack,223,0.5,57.4,0.2,Veg,,Veg_Snack,Weight Loss
Guava jelly (Amrood ki jelly),Breakfast,173,1.7,42.3,0.4,Veg,,Veg_Breakfast,Weight Loss
Guava jelly (Amrood ki jelly),Snack,173,1.7,42.3,0.4,Veg,,Veg_Snack,Weight Loss
Orange marmalade (Santray ka murabba),Breakfast,156,1.0,38.9,0.2,Veg,,Veg_Breakfast,Weight Loss
Orange marmalade (Santray ka murabba),Snack,156,1.0,38.9,0.2,Veg,,Veg_Snack,Weight Loss
Carrot murabba (Gajar ka murabba),Lunch,438,0.8,114.0,0.4,Veg,,Veg_Lunch,Maintain
Carrot murabba (Gajar ka murabba),Dinner,438,0.8,114.0,0.4,Veg,,Veg_Dinner,Maintain
Gooseberry marmalade (Amla murabba),Breakfast,184,0.2,48.5,0.0,Veg,,Veg_Breakfast,Weight Loss
Gooseberry marmalade (Amla murabba),Snack,184,0.2,48.5,0.0,Veg,,Veg_Snack,Weight Loss
Ginger candy (Adrak ki candy),Lunch,489,1.7,126.0,0.7,Veg,,Veg_Lunch,Maintain
Ginger candy (Adrak ki candy),Dinner,489,1.7,126.0,0.7,Veg,,Veg_Dinner,Maintain
Mango pickle (Aam ka achaar),Lunch,480,4.0,20.3,44.7,Veg,,Veg_Lunch,Maintain
Mango pickle (Aam ka achaar),Dinner,480,4.0,20.3,44.7,Veg,,Veg_Dinner,Maintain
Mixed vegetable pickle (Sabziyoon ka achaar),Lunch,528,4.8,18.7,49.2,Veg,,Veg_Lunch,Maintain
Mixed vegetable pickle (Sabziyoon ka achaar),Dinner,528,4.8,18.7,49.2,Veg,,Veg_Dinner,Maintain
Sweet lemon pickle (Neembu ka meetha achaar),Breakfast,104,1.8,25.3,0.3,Veg,,Veg_Breakfast,Weight Loss
Sweet lemon pickle (Neembu ka meetha achaar),Snack,104,1.8,25.3,0.3,Veg,,Veg_Snack,Weight Loss
Plum chutney (Aloo bukhara ki chutney),Lunch,442,1.2,112.4,0.7,Veg,,Veg_Lunch,Maintain
Plum chutney (Aloo bukhara ki chutney),Dinner,442,1.2,112.4,0.7,Veg,,Veg_Dinner,Maintain
Raw mango chutney (Kachhe aam/Kairi ki chutney),Lunch,482,1.3,124.8,0.4,Veg,,Veg_Lunch,Maintain
Raw mango chutney (Kachhe aam/Kairi ki chutney),Dinner,482,1.3,124.8,0.4,Veg,,Veg_Dinner,Maintain
Tomato sauce,Breakfast,102,2.4,21.7,0.8,Veg,,Veg_Breakfast,Weight Loss
Tomato sauce,Snack,102,2.4,21.7,0.8,Veg,,Veg_Snack,Weight Loss
Tomato puree,Breakfast,61,2.2,11.0,0.8,Veg,,Veg_Breakfast,Weight Loss
Tomato puree,Snack,61,2.2,11.0,0.8,Veg,,Veg_Snack,Weight Loss
Garam masala,Lunch,635,24.7,65.5,27.4,Veg,,Veg_Lunch,Muscle Gain
Garam masala,Dinner,635,24.7,65.5,27.4,Veg,,Veg_Dinner,Muscle Gain
Chat masala,Lunch,556,20.5,59.7,24.8,Veg,,Veg_Lunch,Muscle Gain
Chat masala,Dinner,556,20.5,59.7,24.8,Veg,,Veg_Dinner,Muscle Gain
Kashmiri masala,Lunch,972,20.6,57.9,77.6,Veg,,Veg_Lunch,Muscle Gain
Kashmiri masala,Dinner,972,20.6,57.9,77.6,Veg,,Veg_Dinner,Muscle Gain
Rasam powder (Rasam masala),Lunch,669,30.1,63.0,29.5,Veg,,Veg_Lunch,Muscle Gain
Rasam powder (Rasam masala),Dinner,669,30.1,63.0,29.5,Veg,,Veg_Dinner,Muscle Gain
Sambar powder (Sambar masala),Lunch,743,31.2,58.4,39.0,Veg,,Veg_Lunch,Muscle Gain
Sambar powder (Sambar masala),Dinner,743,31.2,58.4,39.0,Veg,,Veg_Dinner,Muscle Gain
Tartare sauce,Lunch,1527,3.6,7.4,165.3,Veg,,Veg_Lunch,Maintain
Tartare sauce,Dinner,1527,3.6,7.4,165.3,Veg,,Veg_Dinner,Maintain
Barbeque sauce,Breakfast,182,1.4,30.7,6.8,Veg,,Veg_Breakfast,Weight Loss
Barbeque sauce,Snack,182,1.4,30.7,6.8,Veg,,Veg_Snack,Weight Loss
Bread sauce,Breakfast,166,5.2,13.0,10.6,Veg,Gluten,Veg_Breakfast,Maintain
Bread sauce,Snack,166,5.2,13.0,10.6,Veg,Gluten,Veg_Snack,Maintain
Green chilli sauce,Breakfast,138,3.8,22.1,0.8,Veg,,Veg_Breakfast,Weight Loss
Green chilli sauce,Snack,138,3.8,22.1,0.8,Veg,,Veg_Snack,Weight Loss
Home made plain noodles,Lunch,596,15.5,111.2,8.9,Veg,,Veg_Lunch,Maintain
Home made plain noodles,Dinner,596,15.5,111.2,8.9,Veg,,Veg_Dinner,Maintain
Dal moong,Breakfast,131,6.6,14.8,4.9,Veg,,Veg_Breakfast,Weight Loss
Dal moong,Snack,131,6.6,14.8,4.9,Veg,,Veg_Snack,Weight Loss
Cumin seeds baghar (Jeera baghar/tadka),Lunch,1842,8.4,13.0,196.9,Veg,,Veg_Lunch,Maintain
Cumin seeds baghar (Jeera baghar/tadka),Dinner,1842,8.4,13.0,196.9,Veg,,Veg_Dinner,Maintain
Onion tomato baghar (Pyaaz tamatar ka tadka),Breakfast,206,1.9,9.3,18.0,Veg,,Veg_Breakfast,Maintain
Onion tomato baghar (Pyaaz tamatar ka tadka),Snack,206,1.9,9.3,18.0,Veg,,Veg_Snack,Maintain
Mustard seeds baghar (Mustard seed tadka),Lunch,1381,11.8,26.1,135.8,Veg,,Veg_Lunch,Maintain
Mustard seeds baghar (Mustard seed tadka),Dinner,1381,11.8,26.1,135.8,Veg,,Veg_Dinner,Maintain
Hot cherry sauce,Lunch,631,0.3,169.9,0.2,Veg,,Veg_Lunch,Maintain
Hot cherry sauce,Dinner,631,0.3,169.9,0.2,Veg,,Veg_Dinner,Maintain
Apple jelly (Seb ki jelly),Lunch,380,0.2,98.4,0.5,Veg,,Veg_Lunch,Weight Loss
Apple jelly (Seb ki jelly),Dinner,380,0.2,98.4,0.5,Veg,,Veg_Dinner,Weight Loss
Marmalade (Murabba),Breakfast,215,0.3,56.5,0.1,Veg,,Veg_Breakfast,Weight Loss
Marmalade (Murabba),Snack,215,0.3,56.5,0.1,Veg,,Veg_Snack,Weight Loss
Plum squash (Aloo bukhara squash),Lunch,527,0.4,138.8,0.2,Veg,,Veg_Lunch,Maintain
Plum squash (Aloo bukhara squash),Dinner,527,0.4,138.8,0.2,Veg,,Veg_Dinner,Maintain
Lemon green chilli pickle (Nimboo aur hari mirch ka achaar),Breakfast,42,2.6,6.4,0.7,Veg,,Veg_Breakfast,Weight Loss
Lemon green chilli pickle (Nimboo aur hari mirch ka achaar),Snack,42,2.6,6.4,0.7,Veg,,Veg_Snack,Weight Loss
Brinjal pickle (Baingan ka achaar),Breakfast,208,3.4,6.3,19.5,Veg,,Veg_Breakfast,Maintain
Brinjal pickle (Baingan ka achaar),Snack,208,3.4,6.3,19.5,Veg,,Veg_Snack,Maintain
Sweet and sour tomato pickle (Khatta meetha tamatar ka achaar),Breakfast,91,1.9,9.8,4.9,Veg,,Veg_Breakfast,Weight Loss
Sweet and sour tomato pickle (Khatta meetha tamatar ka achaar),Snack,91,1.9,9.8,4.9,Veg,,Veg_Snack,Weight Loss
Jhatpat achar with carrot (Jhatpat achaar gajar ke saath),Breakfast,136,3.0,9.5,9.8,Veg,,Veg_Breakfast,Weight Loss
Jhatpat achar with carrot (Jhatpat achaar gajar ke saath),Snack,136,3.0,9.5,9.8,Veg,,Veg_Snack,Weight Loss
Tomato chutney (Tamatar ki chutney),Lunch,440,2.4,79.6,15.0,Veg,,Veg_Lunch,Maintain
Tomato chutney (Tamatar ki chutney),Dinner,440,2.4,79.6,15.0,Veg,,Veg_Dinner,Maintain
Tomato ketchup,Breakfast,99,2.7,19.4,0.9,Veg,,Veg_Breakfast,Weight Loss
Tomato ketchup,Snack,99,2.7,19.4,0.9,Veg,,Veg_Snack,Weight Loss
Bengal 5 Spice Blend (Panch Phoran),Lunch,724,45.7,50.0,55.4,Veg,,Veg_Lunch,Muscle Gain
Bengal 5 Spice Blend (Panch Phoran),Dinner,724,45.7,50.0,55.4,Veg,,Veg_Dinner,Muscle Gain
