Name,Type,calories,protein,carbohydrate,total_fat,Tags,Allergens,Swap_Group,Goal
Bottle gourd kheer (Ghiya/Lauki kheer),Breakfast,126,4.1,15.0,5.8,Veg,,Veg_Breakfast,Weight Loss
Bottle gourd kheer (Ghiya/Lauki kheer),Snack,126,4.1,15.0,5.8,Veg,,Veg_Snack,Weight Loss
Pumpkin kheer (Kaddu ki kheer),Breakfast,129,4.1,15.7,5.8,Veg,,Veg_Breakfast,Weight Loss
Pumpkin kheer (Kaddu ki kheer),Snack,129,4.1,15.7,5.8,Veg,,Veg_Snack,Weight Loss
Apple kheer (Seb ki kheer),Breakfast,121,3.2,17.0,4.8,Veg,,Veg_Breakfast,Weight Loss
Apple kheer (Seb ki kheer),Snack,121,3.2,17.0,4.8,Veg,,Veg_Snack,Weight Loss
Caramel custard (baked),Breakfast,184,7.7,22.4,7.5,Veg,,Veg_Breakfast,Weight Loss
Caramel custard (baked),Snack,184,7.7,22.4,7.5,Veg,,Veg_Snack,Weight Loss
Vanilla ice cream without egg,Breakfast,571,6.7,35.5,45.4,Non-Veg,"Dairy, Eggs",Non-Veg_Breakfast,Maintain
Vanilla ice cream with egg,Breakfast,537,10.4,29.3,42.6,Non-Veg,"Dairy, Eggs",Non-Veg_Breakfast,Maintain
Strawberry ice cream,Lunch,539,10.4,30.6,42.4,Veg,Dairy,Veg_Lunch,Maintain
Strawberry ice cream,Dinner,539,10.4,30.6,42.4,Veg,Dairy,Veg_Dinner,Maintain
Chocochip ice cream,Lunch,603,10.6,41.9,44.8,Veg,Dairy,Veg_Lunch,Maintain
Chocochip ice cream,Dinner,603,10.6,41.9,44.8,Veg,Dairy,Veg_Dinner,Maintain
Choconut ice cream,Lunch,684,12.6,57.8,46.2,Veg,"Dairy, Nuts",Veg_Lunch,Maintain
Choconut ice cream,Dinner,684,12.6,57.8,46.2,Veg,"Dairy, Nuts",Veg_Dinner,Maintain
Pear chocholate sunday,Lunch,458,5.2,37.6,32.8,Veg,,Veg_Lunch,Maintain
Pear chocholate sunday,Dinner,458,5.2,37.6,32.8,Veg,,Veg_Dinner,Maintain
Chocolate sauce,Lunch,658,4.8,108.0,26.0,Veg,,Veg_Lunch,Maintain
Chocolate sauce,Dinner,658,4.8,108.0,26.0,Veg,,Veg_Dinner,Maintain
Coffee ice cream,Snack,376,7.9,35.2,23.6,Veg,Dairy,Veg_Snack,Maintain
Coffee pear alaska,Snack,509,7.2,48.4,33.1,Veg,,Veg_Snack,Maintain
Crunchy butterscotch,Lunch,693,7.8,49.8,52.5,Veg,,Veg_Lunch,Maintain
Crunchy butterscotch,Dinner,693,7.8,49.8,52.5,Veg,,Veg_Dinner,Maintain
Peach melba ice cream,Lunch,502,5.2,40.8,36.3,Veg,Dairy,Veg_Lunch,Maintain
Peach melba ice cream,Dinner,502,5.2,40.8,36.3,Veg,Dairy,Veg_Dinner,Maintain
Vanilla ice cream with apples in hot cherry sauce,Lunch,490,4.3,56.9,28.6,Veg,Dairy,Veg_Lunch,Maintain
Vanilla ice cream with apples in hot cherry sauce,Dinner,490,4.3,56.9,28.6,Veg,Dairy,Veg_Dinner,Maintain
Grape and orange whip,Breakfast,86,2.1,10.1,3.9,Veg,,Veg_Breakfast,Weight Loss
Grape and orange whip,Snack,86,2.1,10.1,3.9,Veg,,Veg_Snack,Weight Loss
Honey banana cream,Breakfast,188,4.2,20.5,10.0,Veg,Dairy,Veg_Breakfast,Maintain
Honey banana cream,Snack,188,4.2,20.5,10.0,Veg,Dairy,Veg_Snack,Maintain
Raspberry bavarian cream,Lunch,375,8.4,44.6,19.7,Veg,Dairy,Veg_Lunch,Maintain
Raspberry bavarian cream,Dinner,375,8.4,44.6,19.7,Veg,Dairy,Veg_Dinner,Maintain
Fruit delight,Breakfast,160,3.1,13.7,10.6,Veg,,Veg_Breakfast,Maintain
Fruit delight,Snack,160,3.1,13.7,10.6,Veg,,Veg_Snack,Maintain
Creamy chocolate mousse,Lunch,576,17.1,23.8,45.4,Veg,Dairy,Veg_Lunch,Maintain
Creamy chocolate mousse,Dinner,576,17.1,23.8,45.4,Veg,Dairy,Veg_Dinner,Maintain
Cold lemon souffle,Lunch,424,14.7,39.0,24.4,Veg,,Veg_Lunch,Maintain
Cold lemon souffle,Dinner,424,14.7,39.0,24.4,Veg,,Veg_Dinner,Maintain
Cold orange souffle,Lunch,432,14.8,40.7,24.6,Veg,,Veg_Lunch,Maintain
Cold orange souffle,Dinner,432,14.8,40.7,24.6,Veg,,Veg_Dinner,Maintain
Cold pineapple souffle,Lunch,453,15.6,42.1,26.0,Veg,,Veg_Lunch,Maintain
Cold pineapple souffle,Dinner,453,15.6,42.1,26.0,Veg,,Veg_Dinner,Maintain
Cold vanilla souffle,Lunch,448,15.6,40.7,25.8,Veg,,Veg_Lunch,Maintain
Cold vanilla souffle,Dinner,448,15.6,40.7,25.8,Veg,,Veg_Dinner,Maintain
Cold chocolate souffle,Lunch,468,15.9,43.0,27.2,Veg,,Veg_Lunch,Maintain
Cold chocolate souffle,Dinner,468,15.9,43.0,27.2,Veg,,Veg_Dinner,Maintain
Stewed fruit (with pear),Breakfast,111,0.4,27.3,0.5,Veg,,Veg_Breakfast,Weight Loss
Stewed fruit (with pear),Snack,111,0.4,27.3,0.5,Veg,,Veg_Snack,Weight Loss
Apricot fool,Lunch,601,3.8,84.1,28.4,Veg,,Veg_Lunch,Maintain
Apricot fool,Dinner,601,3.8,84.1,28.4,Veg,,Veg_Dinner,Maintain
Pavlova,Lunch,501,4.6,54.6,30.7,Veg,,Veg_Lunch,Maintain
Pavlova,Dinner,501,4.6,54.6,30.7,Veg,,Veg_Dinner,Maintain
Apple crumb pudding,Lunch,552,3.8,87.9,22.2,Veg,,Veg_Lunch,Maintain
Apple crumb pudding,Dinner,552,3.8,87.9,22.2,Veg,,Veg_Dinner,Maintain
Steamed cake with chocolate sauce,Snack,754,11.2,72.6,47.5,Veg,,Veg_Snack,Maintain
Hot lemon souffle,Lunch,388,13.2,40.8,19.8,Veg,,Veg_Lunch,Maintain
Hot lemon souffle,Dinner,388,13.2,40.8,19.8,Veg,,Veg_Dinner,Maintain
Gulab jamun with milk powder,Lunch,1177,2.1,70.6,100.4,Veg,Dairy,Veg_Lunch,Maintain
Gulab jamun with milk powder,Dinner,1177,2.1,70.6,100.4,Veg,Dairy,Veg_Dinner,Maintain
Chum chum,Breakfast,195,2.3,42.4,2.9,Veg,,Veg_Breakfast,Weight Loss
Chum chum,Snack,195,2.3,42.4,2.9,Veg,,Veg_Snack,Weight Loss
Dil bahar,Breakfast,195,2.3,42.4,2.9,Veg,,Veg_Breakfast,Weight Loss
Dil bahar,Snack,195,2.3,42.4,2.9,Veg,,Veg_Snack,Weight Loss
Rasbhari,Breakfast,195,2.3,42.4,2.9,Veg,,Veg_Breakfast,Weight Loss
Rasbhari,Snack,195,2.3,42.4,2.9,Veg,,Veg_Snack,Weight Loss
Rajbogh,Breakfast,200,2.6,42.2,3.4,Veg,,Veg_Breakfast,Weight Loss
Rajbogh,Snack,200,2.6,42.2,3.4,Veg,,Veg_Snack,Weight Loss
Rasgulla,Breakfast,177,2.1,38.7,2.6,Veg,,Veg_Breakfast,Weight Loss
Rasgulla,Snack,177,2.1,38.7,2.6,Veg,,Veg_Snack,Weight Loss
Rasmalai,Breakfast,203,2.4,43.8,3.2,Veg,,Veg_Breakfast,Weight Loss
Rasmalai,Snack,203,2.4,43.8,3.2,Veg,,Veg_Snack,Weight Loss
Khoa coconut burfi,Lunch,1028,25.0,91.4,65.0,Veg,Nuts,Veg_Lunch,Muscle Gain
Khoa coconut burfi,Dinner,1028,25.0,91.4,65.0,Veg,Nuts,Veg_Dinner,Muscle Gain
Danedar burfi,Breakfast,154,4.9,18.5,7.1,Veg,,Veg_Breakfast,Weight Loss
Danedar burfi,Snack,154,4.9,18.5,7.1,Veg,,Veg_Snack,Weight Loss
Semolina burfi (Suji/Rava burfi),Lunch,871,8.7,117.8,42.2,Veg,,Veg_Lunch,Maintain
Semolina burfi (Suji/Rava burfi),Dinner,871,8.7,117.8,42.2,Veg,,Veg_Dinner,Maintain
Pumpkin coconut burfi (Kaddu aur nariyal ki burfi),Lunch,465,4.4,42.6,31.6,Veg,Nuts,Veg_Lunch,Maintain
Pumpkin coconut burfi (Kaddu aur nariyal ki burfi),Dinner,465,4.4,42.6,31.6,Veg,Nuts,Veg_Dinner,Maintain
Khoa ladoo,Lunch,990,30.5,86.1,60.2,Veg,,Veg_Lunch,Muscle Gain
Khoa ladoo,Dinner,990,30.5,86.1,60.2,Veg,,Veg_Dinner,Muscle Gain
Wheat and gram flour ladoo (Atta besan ladoo),Lunch,1254,23.5,126.2,74.6,Veg,Gluten,Veg_Lunch,Muscle Gain
Wheat and gram flour ladoo (Atta besan ladoo),Dinner,1254,23.5,126.2,74.6,Veg,Gluten,Veg_Dinner,Muscle Gain
Semolina ladoo with nuts (Suji/Rava ladoo with nuts),Lunch,1104,13.6,120.0,63.6,Veg,Nuts,Veg_Lunch,Maintain
Semolina ladoo with nuts (Suji/Rava ladoo with nuts),Dinner,1104,13.6,120.0,63.6,Veg,Nuts,Veg_Dinner,Maintain
Sesame chickpeas brittle (Til aur channe ki chikki),Lunch,706,21.2,126.2,11.6,Veg,,Veg_Lunch,Muscle Gain
Sesame chickpeas brittle (Til aur channe ki chikki),Dinner,706,21.2,126.2,11.6,Veg,,Veg_Dinner,Muscle Gain
Murmura chikki,Lunch,634,5.3,149.0,0.8,Veg,,Veg_Lunch,Maintain
Murmura chikki,Dinner,634,5.3,149.0,0.8,Veg,,Veg_Dinner,Maintain
Masala onion pakora/pakoda (Pyaaz ke pakode),Lunch,1379,5.1,16.2,144.0,Veg,,Veg_Lunch,Maintain
Masala onion pakora/pakoda (Pyaaz ke pakode),Dinner,1379,5.1,16.2,144.0,Veg,,Veg_Dinner,Maintain
Masala green chilli pakora/pakoda (Hari mirch kay pakode),Lunch,1671,5.6,13.9,177.5,Veg,,Veg_Lunch,Maintain
Masala green chilli pakora/pakoda (Hari mirch kay pakode),Dinner,1671,5.6,13.9,177.5,Veg,,Veg_Dinner,Maintain
Chicken pakora/pakoda,Lunch,1475,15.1,11.4,152.4,Non-Veg,,Non-Veg_Lunch,Maintain
Chicken pakora/pakoda,Dinner,1475,15.1,11.4,152.4,Non-Veg,,Non-Veg_Dinner,Maintain
Fish pakora/pakoda,Lunch,1442,14.9,11.4,148.8,Non-Veg,Fish,Non-Veg_Lunch,Maintain
Fish pakora/pakoda,Dinner,1442,14.9,11.4,148.8,Non-Veg,Fish,Non-Veg_Dinner,Maintain
Paneer cutlet,Lunch,1680,11.5,19.0,173.4,Veg,Dairy,Veg_Lunch,Maintain
Paneer cutlet,Dinner,1680,11.5,19.0,173.4,Veg,Dairy,Veg_Dinner,Maintain
Sago cutlet/vadas (Sabudana cutlet/vadas),Lunch,1396,1.4,28.1,142.4,Veg,,Veg_Lunch,Maintain
Sago cutlet/vadas (Sabudana cutlet/vadas),Dinner,1396,1.4,28.1,142.4,Veg,,Veg_Dinner,Maintain
Poshtik cutlet,Lunch,1241,5.0,18.5,127.4,Veg,,Veg_Lunch,Maintain
Poshtik cutlet,Dinner,1241,5.0,18.5,127.4,Veg,,Veg_Dinner,Maintain
Egg cutlet (Anda cutlet),Breakfast,1437,6.1,14.4,150.6,Non-Veg,Eggs,Non-Veg_Breakfast,Maintain
Minced meat cutlet,Lunch,1329,12.8,14.0,136.2,Non-Veg,,Non-Veg_Lunch,Maintain
Minced meat cutlet,Dinner,1329,12.8,14.0,136.2,Non-Veg,,Non-Veg_Dinner,Maintain
Vegetable samosa,Lunch,1107,5.5,33.1,105.6,Veg,,Veg_Lunch,Maintain
Vegetable samosa,Dinner,1107,5.5,33.1,105.6,Veg,,Veg_Dinner,Maintain
Plain urad dal vada (Uzunne vada/Minapa garelu/Ulundu vadai/Medu vada),Lunch,1863,11.0,24.2,190.8,Veg,,Veg_Lunch,Maintain
Plain urad dal vada (Uzunne vada/Minapa garelu/Ulundu vadai/Medu vada),Dinner,1863,11.0,24.2,190.8,Veg,,Veg_Dinner,Maintain
Masala urad dal vada,Lunch,1759,10.8,24.8,179.0,Veg,,Veg_Lunch,Maintain
Masala urad dal vada,Dinner,1759,10.8,24.8,179.0,Veg,,Veg_Dinner,Maintain
Khaman (dhokla),Breakfast,82,2.9,8.0,4.2,Veg,,Veg_Breakfast,Weight Loss
Khaman (dhokla),Snack,82,2.9,8.0,4.2,Veg,,Veg_Snack,Weight Loss
Instant dhokla,Lunch,517,19.2,60.3,23.4,Veg,,Veg_Lunch,Maintain
Instant dhokla,Dinner,517,19.2,60.3,23.4,Veg,,Veg_Dinner,Maintain
Tomato ginger chutney (Tamatar adarak ki chutney),Breakfast,133,3.2,27.3,1.0,Veg,,Veg_Breakfast,Weight Loss
Tomato ginger chutney (Tamatar adarak ki chutney),Snack,133,3.2,27.3,1.0,Veg,,Veg_Snack,Weight Loss
Mint tomato chutney (Pudinay aur tamatar ki chutney),Breakfast,130,4.6,24.7,1.1,Veg,,Veg_Breakfast,Weight Loss
Mint tomato chutney (Pudinay aur tamatar ki chutney),Snack,130,4.6,24.7,1.1,Veg,,Veg_Snack,Weight Loss
Coriander chutney (Hare dhaniye ki chutney),Breakfast,128,4.1,24.5,1.1,Veg,,Veg_Breakfast,Weight Loss
Coriander chutney (Hare dhaniye ki chutney),Snack,128,4.1,24.5,1.1,Veg,,Veg_Snack,Weight Loss
Gooseberry chutney (Amla chutney),Breakfast,129,4.3,26.5,1.9,Veg,,Veg_Breakfast,Weight Loss
Gooseberry chutney (Amla chutney),Snack,129,4.3,26.5,1.9,Veg,,Veg_Snack,Weight Loss
Walnut chutney (Akhrot ki chutney),Lunch,926,23.6,22.3,83.6,Veg,Nuts,Veg_Lunch,Muscle Gain
Walnut chutney (Akhrot ki chutney),Dinner,926,23.6,22.3,83.6,Veg,Nuts,Veg_Dinner,Muscle Gain
Saunth/Sonth chutney with ginger,Breakfast,126,0.4,30.9,0.2,Veg,,Veg_Breakfast,Weight Loss
Saunth/Sonth chutney with ginger,Snack,126,0.4,30.9,0.2,Veg,,Veg_Snack,Weight Loss
Gun powder chutney,Lunch,780,53.9,119.1,6.7,Veg,,Veg_Lunch,Muscle Gain
Gun powder chutney,Dinner,780,53.9,119.1,6.7,Veg,,Veg_Dinner,Muscle Gain
Dessicated coconut chutney (Sookhe kase nariyal ki chutney) ,Lunch,865,32.2,91.8,39.7,Veg,Nuts,Veg_Lunch,Muscle Gain
Dessicated coconut chutney (Sookhe kase nariyal ki chutney) ,Dinner,865,32.2,91.8,39.7,Veg,Nuts,Veg_Dinner,Muscle Gain
Curd mint dip ,Breakfast,114,7.2,13.7,3.7,Veg,Dairy,Veg_Breakfast,Weight Loss
Curd mint dip ,Snack,114,7.2,13.7,3.7,Veg,Dairy,Veg_Snack,Weight Loss
Curd vegetable dip,Breakfast,84,5.8,9.1,2.9,Veg,Dairy,Veg_Breakfast,Weight Loss
Curd vegetable dip,Snack,84,5.8,9.1,2.9,Veg,Dairy,Veg_Snack,Weight Loss
Mayonnaise vegetable dip,Lunch,603,7.5,12.0,58.6,Veg,,Veg_Lunch,Maintain
Mayonnaise vegetable dip,Dinner,603,7.5,12.0,58.6,Veg,,Veg_Dinner,Maintain
Tomato and cucumber sandwich (Tamatar aur kheere ka sandwich),Lunch,376,10.1,51.3,15.8,Veg,,Veg_Lunch,Maintain
Tomato and cucumber sandwich (Tamatar aur kheere ka sandwich),Dinner,376,10.1,51.3,15.8,Veg,,Veg_Dinner,Maintain
Tomato sandwich (grilled),Lunch,474,15.6,53.2,23.5,Veg,,Veg_Lunch,Maintain
Tomato sandwich (grilled),Dinner,474,15.6,53.2,23.5,Veg,,Veg_Dinner,Maintain
French sandwich (toasted),Breakfast,466,17.0,37.0,28.8,Veg,,Veg_Breakfast,Maintain
Peanut butter cucumber sandwich,Lunch,608,22.6,74.4,26.4,Veg,Nuts,Veg_Lunch,Muscle Gain
Peanut butter cucumber sandwich,Dinner,608,22.6,74.4,26.4,Veg,Nuts,Veg_Dinner,Muscle Gain
Mint and peanut sandwich,Lunch,683,18.0,79.6,34.7,Veg,Nuts,Veg_Lunch,Maintain
Mint and peanut sandwich,Dinner,683,18.0,79.6,34.7,Veg,Nuts,Veg_Dinner,Maintain
Spicy chutney sandwich,Lunch,623,21.8,85.1,24.0,Veg,,Veg_Lunch,Muscle Gain
Spicy chutney sandwich,Dinner,623,21.8,85.1,24.0,Veg,,Veg_Dinner,Muscle Gain
Chicken walnut sandwich (Chicken aur akhrot ke sandwich),Lunch,714,31.4,56.6,41.9,Non-Veg,Nuts,Non-Veg_Lunch,Muscle Gain
Chicken walnut sandwich (Chicken aur akhrot ke sandwich),Dinner,714,31.4,56.6,41.9,Non-Veg,Nuts,Non-Veg_Dinner,Muscle Gain
Rolled sandwich,Lunch,732,16.1,86.7,38.2,Veg,,Veg_Lunch,Maintain
Rolled sandwich,Dinner,732,16.1,86.7,38.2,Veg,,Veg_Dinner,Maintain
Ribbon sandwich,Lunch,598,15.6,61.9,33.4,Veg,,Veg_Lunch,Maintain
Ribbon sandwich,Dinner,598,15.6,61.9,33.4,Veg,,Veg_Dinner,Maintain
Checker board sandwich,Lunch,870,18.4,64.9,61.6,Veg,,Veg_Lunch,Maintain
Checker board sandwich,Dinner,870,18.4,64.9,61.6,Veg,,Veg_Dinner,Maintain
Submarine sandwich,Lunch,542,15.2,34.0,38.3,Veg,,Veg_Lunch,Maintain
Submarine sandwich,Dinner,542,15.2,34.0,38.3,Veg,,Veg_Dinner,Maintain
Cheese open sandwich,Lunch,685,24.6,71.1,35.6,Veg,,Veg_Lunch,Muscle Gain
Cheese open sandwich,Dinner,685,24.6,71.1,35.6,Veg,,Veg_Dinner,Muscle Gain
Sunset and sunrise open sandwich,Lunch,603,21.4,47.2,37.8,Veg,,Veg_Lunch,Muscle Gain
Sunset and sunrise open sandwich,Dinner,603,21.4,47.2,37.8,Veg,,Veg_Dinner,Muscle Gain
Danish luncheon sandwich,Lunch,484,22.6,44.4,25.2,Veg,,Veg_Lunch,Muscle Gain
Danish luncheon sandwich,Dinner,484,22.6,44.4,25.2,Veg,,Veg_Dinner,Muscle Gain
Chicken and corn open sandwich,Lunch,470,21.6,48.0,22.1,Non-Veg,,Non-Veg_Lunch,Muscle Gain
Chicken and corn open sandwich,Dinner,470,21.6,48.0,22.1,Non-Veg,,Non-Veg_Dinner,Muscle Gain
Chocolate sponge cake,Lunch,599,22.8,98.8,13.8,Veg,,Veg_Lunch,Muscle Gain
Chocolate sponge cake,Dinner,599,22.8,98.8,13.8,Veg,,Veg_Dinner,Muscle Gain
Chocolate swiss roll,Lunch,765,15.0,67.4,49.4,Veg,,Veg_Lunch,Maintain
Chocolate swiss roll,Dinner,765,15.0,67.4,49.4,Veg,,Veg_Dinner,Maintain
Lemon curd filling,Lunch,564,8.6,66.0,31.4,Veg,Dairy,Veg_Lunch,Maintain
Lemon curd filling,Dinner,564,8.6,66.0,31.4,Veg,Dairy,Veg_Dinner,Maintain
Jam filling,Lunch,461,0.0,115.4,0.0,Veg,,Veg_Lunch,Maintain
Jam filling,Dinner,461,0.0,115.4,0.0,Veg,,Veg_Dinner,Maintain
Chocolate pastry,Lunch,608,17.6,80.6,25.3,Veg,,Veg_Lunch,Maintain
Chocolate pastry,Dinner,608,17.6,80.6,25.3,Veg,,Veg_Dinner,Maintain
Assorted pastry,Lunch,576,17.0,80.0,22.3,Veg,,Veg_Lunch,Maintain
Assorted pastry,Dinner,576,17.0,80.0,22.3,Veg,,Veg_Dinner,Maintain
Orange gateau,Snack,445,12.0,67.5,15.0,Veg,,Veg_Snack,Maintain
Black forest gateau,Snack,544,14.8,76.4,21.4,Veg,,Veg_Snack,Maintain
Lemon cake,Lunch,934,13.2,107.8,51.6,Veg,,Veg_Lunch,Maintain
Lemon cake,Dinner,934,13.2,107.8,51.6,Veg,,Veg_Dinner,Maintain
Dundee cake,Lunch,991,19.4,103.5,56.8,Veg,,Veg_Lunch,Maintain
Dundee cake,Dinner,991,19.4,103.5,56.8,Veg,,Veg_Dinner,Maintain
Victorian sandwich cake,Lunch,932,13.0,111.8,49.6,Veg,,Veg_Lunch,Maintain
Victorian sandwich cake,Dinner,932,13.0,111.8,49.6,Veg,,Veg_Dinner,Maintain
Chocolate eggless cake,Breakfast,780,16.6,108.6,33.0,Non-Veg,Eggs,Non-Veg_Breakfast,Maintain
Orange eggless cake,Breakfast,889,17.9,131.6,34.6,Non-Veg,Eggs,Non-Veg_Breakfast,Maintain
Chocolate glace icing,Lunch,1090,8.0,156.1,52.0,Veg,,Veg_Lunch,Maintain
Chocolate glace icing,Dinner,1090,8.0,156.1,52.0,Veg,,Veg_Dinner,Maintain
Butter icing,Lunch,1251,0.5,179.1,63.4,Veg,,Veg_Lunch,Maintain
Butter icing,Dinner,1251,0.5,179.1,63.4,Veg,,Veg_Dinner,Maintain
Chocolate butter icing,Lunch,1173,8.0,154.3,61.9,Veg,,Veg_Lunch,Maintain
Chocolate butter icing,Dinner,1173,8.0,154.3,61.9,Veg,,Veg_Dinner,Maintain
Almond biscuit (Badam ke biscuit),Snack,1019,15.6,130.4,49.2,Veg,Nuts,Veg_Snack,Maintain
Orange biscuit,Snack,886,9.1,155.3,27.5,Veg,,Veg_Snack,Maintain
Gingerman biscuit,Snack,893,15.6,138.1,31.8,Veg,,Veg_Snack,Maintain
Coffee drops,Snack,1107,18.9,107.6,67.9,Veg,,Veg_Snack,Maintain
Christmas biscuit,Snack,1015,14.2,152.4,39.7,Veg,,Veg_Snack,Maintain
Christmas wreath biscuit,Snack,965,13.6,145.2,37.5,Veg,,Veg_Snack,Maintain
Christmas bell biscuit,Snack,1012,14.2,152.0,39.6,Veg,,Veg_Snack,Maintain
Christmas star biscuit,Snack,980,8.8,186.4,25.1,Veg,,Veg_Snack,Maintain
Christmas tree biscuit,Snack,964,13.6,146.0,37.5,Veg,,Veg_Snack,Maintain
Chocolate cream shells,Lunch,1067,12.8,148.2,48.4,Veg,Dairy,Veg_Lunch,Maintain
Chocolate cream shells,Dinner,1067,12.8,148.2,48.4,Veg,Dairy,Veg_Dinner,Maintain
Jelly biscuit,Snack,1011,10.6,138.1,48.3,Veg,,Veg_Snack,Maintain
Cherry and walnut cookies,Lunch,1056,14.1,148.4,46.9,Veg,Nuts,Veg_Lunch,Maintain
Cherry and walnut cookies,Dinner,1056,14.1,148.4,46.9,Veg,Nuts,Veg_Dinner,Maintain
Cheese straws,Lunch,955,24.6,76.5,60.7,Veg,,Veg_Lunch,Muscle Gain
Cheese straws,Dinner,955,24.6,76.5,60.7,Veg,,Veg_Dinner,Muscle Gain
Butterfly biscuit,Snack,853,25.0,63.3,55.3,Veg,,Veg_Snack,Muscle Gain
Flan pastry,Lunch,1114,16.8,119.6,62.6,Veg,,Veg_Lunch,Maintain
Flan pastry,Dinner,1114,16.8,119.6,62.6,Veg,,Veg_Dinner,Maintain
Fruit flan,Lunch,653,8.2,86.8,31.2,Veg,,Veg_Lunch,Maintain
Fruit flan,Dinner,653,8.2,86.8,31.2,Veg,,Veg_Dinner,Maintain
Orange cream flan,Lunch,700,11.8,90.4,34.0,Veg,Dairy,Veg_Lunch,Maintain
Orange cream flan,Dinner,700,11.8,90.4,34.0,Veg,Dairy,Veg_Dinner,Maintain
Fruit puree tart,Lunch,716,8.4,76.1,42.1,Veg,,Veg_Lunch,Maintain
Fruit puree tart,Dinner,716,8.4,76.1,42.1,Veg,,Veg_Dinner,Maintain
Apple banana pie,Lunch,609,7.8,80.3,28.5,Veg,,Veg_Lunch,Maintain
Apple banana pie,Dinner,609,7.8,80.3,28.5,Veg,,Veg_Dinner,Maintain
Lemon chiffon pie,Lunch,648,12.2,69.1,36.3,Veg,,Veg_Lunch,Maintain
Lemon chiffon pie,Dinner,648,12.2,69.1,36.3,Veg,,Veg_Dinner,Maintain
Orange chiffon pie,Lunch,518,9.7,57.8,27.9,Veg,,Veg_Lunch,Maintain
Orange chiffon pie,Dinner,518,9.7,57.8,27.9,Veg,,Veg_Dinner,Maintain
Cream buns,Lunch,539,11.1,35.4,39.5,Veg,Dairy,Veg_Lunch,Maintain
Cream buns,Dinner,539,11.1,35.4,39.5,Veg,Dairy,Veg_Dinner,Maintain
Savoury puffs,Lunch,476,23.8,27.0,38.1,Veg,,Veg_Lunch,Muscle Gain
Savoury puffs,Dinner,476,23.8,27.0,38.1,Veg,,Veg_Dinner,Muscle Gain
Choux swans,Lunch,540,10.9,37.3,39.0,Veg,,Veg_Lunch,Maintain
Choux swans,Dinner,540,10.9,37.3,39.0,Veg,,Veg_Dinner,Maintain
Potato aigrettes,Lunch,1325,5.9,20.0,135.6,Veg,,Veg_Lunch,Maintain
Potato aigrettes,Dinner,1325,5.9,20.0,135.6,Veg,,Veg_Dinner,Maintain
Cream horns,Lunch,1020,8.6,57.8,83.9,Veg,Dairy,Veg_Lunch,Maintain
Cream horns,Dinner,1020,8.6,57.8,83.9,Veg,Dairy,Veg_Dinner,Maintain
Savoury cheese horns,Lunch,737,14.2,53.4,51.8,Veg,,Veg_Lunch,Maintain
Savoury cheese horns,Dinner,737,14.2,53.4,51.8,Veg,,Veg_Dinner,Maintain
Paneer patties,Lunch,846,19.0,57.0,59.9,Veg,Dairy,Veg_Lunch,Maintain
Paneer patties,Dinner,846,19.0,57.0,59.9,Veg,Dairy,Veg_Dinner,Maintain
Vegetable patties ,Lunch,654,10.0,52.4,44.3,Veg,,Veg_Lunch,Maintain
Vegetable patties ,Dinner,654,10.0,52.4,44.3,Veg,,Veg_Dinner,Maintain
Pearl millet infant food (Bajra shishu aahaar),Lunch,906,30.0,155.2,16.6,Veg,,Veg_Lunch,Muscle Gain
Pearl millet infant food (Bajra shishu aahaar),Dinner,906,30.0,155.2,16.6,Veg,,Veg_Dinner,Muscle Gain
Sajina,Lunch,863,27.0,167.2,7.6,Veg,,Veg_Lunch,Muscle Gain
Sajina,Dinner,863,27.0,167.2,7.6,Veg,,Veg_Dinner,Muscle Gain
Cereal mix ,Breakfast,181,5.0,32.8,3.0,Veg,,Veg_Breakfast,Weight Loss
Cereal mix ,Snack,181,5.0,32.8,3.0,Veg,,Veg_Snack,Weight Loss
Pulse mix,Breakfast,124,4.7,24.0,0.8,Veg,,Veg_Breakfast,Weight Loss
Pulse mix,Snack,124,4.7,24.0,0.8,Veg,,Veg_Snack,Weight Loss
Shishu ahar,Breakfast,140,3.9,26.1,2.1,Veg,,Veg_Breakfast,Weight Loss
Shishu ahar,Snack,140,3.9,26.1,2.1,Veg,,Veg_Snack,Weight Loss
Cereal pulse mix with amylase rice flour,Lunch,378,10.7,69.5,6.8,Veg,,Veg_Lunch,Weight Loss
Cereal pulse mix with amylase rice flour,Dinner,378,10.7,69.5,6.8,Veg,,Veg_Dinner,Weight Loss
Banana groundnut paste/puree,Lunch,532,10.7,90.4,13.6,Veg,Nuts,Veg_Lunch,Maintain
Banana groundnut paste/puree,Dinner,532,10.7,90.4,13.6,Veg,Nuts,Veg_Dinner,Maintain
Rice dal porridge (Chawal dal ki khichdi/khichri),Lunch,958,27.0,162.6,20.8,Veg,,Veg_Lunch,Muscle Gain
Rice dal porridge (Chawal dal ki khichdi/khichri),Dinner,958,27.0,162.6,20.8,Veg,,Veg_Dinner,Muscle Gain
Lentils and semolina porridge (Dal suji porridge/daliya),Breakfast,175,4.9,34.8,1.6,Veg,,Veg_Breakfast,Weight Loss
Lentils and semolina porridge (Dal suji porridge/daliya),Snack,175,4.9,34.8,1.6,Veg,,Veg_Snack,Weight Loss
Spinach khichri (Palak khichri/khichdi),Breakfast,153,5.1,26.0,2.9,Veg,,Veg_Breakfast,Weight Loss
