Name,Type,Calories,Protein,Carbs,Fats,Tags,Allergens,Swap_Group
Lemonade,Snack,62,0.1,16.4,0.0,Veg,None,Veg_Snack
Lem-o-gin,Breakfast,64,0.2,16.6,0.1,Veg,None,Veg_Breakfast
Lem-o-gin,Snack,64,0.2,16.6,0.1,Veg,None,Veg_Snack
Cumin infused water (Jeere/Zeere ka pani),Breakfast,27,0.5,5.6,0.3,Veg,None,Veg_Breakfast
Cumin infused water (Jeere/Zeere ka pani),Snack,27,0.5,5.6,0.3,Veg,None,Veg_Snack
Coco pine cooler,Breakfast,98,1.7,17.2,3.0,Veg,None,Veg_Breakfast
Coco pine cooler,Snack,98,1.7,17.2,3.0,Veg,None,Veg_Snack
Summer cooler,Breakfast,67,1.1,16.3,0.1,Veg,None,Veg_Breakfast
Summer cooler,Snack,67,1.1,16.3,0.1,Veg,None,Veg_Snack
Hot cocoa,Breakfast,135,5.0,13.8,6.8,Veg,None,Veg_Breakfast
Hot cocoa,Snack,135,5.0,13.8,6.8,Veg,None,Veg_Snack
Cold coffee with ice cream,Snack,101,2.4,16.9,3.2,Veg,Dairy,Veg_Snack
Banana milkshake (Kele milkshake),Snack,97,2.8,13.7,3.6,Veg,Dairy,Veg_Snack
Mango milkshake (Aam milkshake),Snack,85,2.6,10.8,3.5,Veg,Dairy,Veg_Snack
Pineapple milkshake (Ananas milkshake),Snack,83,2.5,11.4,3.3,Veg,Dairy,Veg_Snack
Orange milkshake (Narangi milkshake),Snack,86,2.8,10.7,3.8,Veg,Dairy,Veg_Snack
Egg nog,Breakfast,145,7.2,12.2,7.7,Non-Veg,Eggs,Non-Veg_Breakfast
Sweet Lassi (Meethi lassi),Breakfast,106,3.9,19.5,2.0,Veg,None,Veg_Breakfast
Sweet Lassi (Meethi lassi),Snack,106,3.9,19.5,2.0,Veg,None,Veg_Snack
Lassi (salted),Breakfast,56,4.1,5.6,2.2,Veg,None,Veg_Breakfast
Lassi (salted),Snack,56,4.1,5.6,2.2,Veg,None,Veg_Snack
Cheese and chilli sandwich ,Lunch,545,17.0,68.5,24.4,Veg,None,Veg_Lunch
Cheese and chilli sandwich ,Dinner,545,17.0,68.5,24.4,Veg,None,Veg_Dinner
Egg sandwich (Ande ka sandwich),Breakfast,714,21.7,72.9,39.5,Non-Veg,Eggs,Non-Veg_Breakfast
Cucumber sandwich (Kheere ka sandwich),Lunch,471,12.0,64.4,20.0,Veg,None,Veg_Lunch
Cucumber sandwich (Kheere ka sandwich),Dinner,471,12.0,64.4,20.0,Veg,None,Veg_Dinner
Cheese and pineapple sandwich (Cheese aur ananas ka sandwich),Lunch,644,20.5,72.8,32.0,Veg,None,Veg_Lunch
Cheese and pineapple sandwich (Cheese aur ananas ka sandwich),Dinner,644,20.5,72.8,32.0,Veg,None,Veg_Dinner
Cheese and tomato sandwich (Cheese aur tamatar ke sandwich),Lunch,608,19.8,67.3,30.7,Veg,None,Veg_Lunch
Cheese and tomato sandwich (Cheese aur tamatar ke sandwich),Dinner,608,19.8,67.3,30.7,Veg,None,Veg_Dinner
Chicken sandwich,Lunch,633,32.8,63.4,29.4,Non-Veg,None,Non-Veg_Lunch
Chicken sandwich,Dinner,633,32.8,63.4,29.4,Non-Veg,None,Non-Veg_Dinner
Peanut and tomato sandwich (Moongfali aur tamatar ka sandwich),Lunch,728,23.8,71.4,40.4,Veg,Nuts,Veg_Lunch
Peanut and tomato sandwich (Moongfali aur tamatar ka sandwich),Dinner,728,23.8,71.4,40.4,Veg,Nuts,Veg_Dinner
Rainbow sandwich,Lunch,681,19.4,85.6,31.4,Veg,None,Veg_Lunch
Rainbow sandwich,Dinner,681,19.4,85.6,31.4,Veg,None,Veg_Dinner
Club sandwich ,Lunch,588,18.3,46.3,37.8,Veg,None,Veg_Lunch
Club sandwich ,Dinner,588,18.3,46.3,37.8,Veg,None,Veg_Dinner
Vegetarian club sandwich,Lunch,495,13.6,49.2,28.3,Veg,None,Veg_Lunch
Vegetarian club sandwich,Dinner,495,13.6,49.2,28.3,Veg,None,Veg_Dinner
Pin wheel sandwich,Lunch,778,21.9,35.0,62.3,Veg,None,Veg_Lunch
Pin wheel sandwich,Dinner,778,21.9,35.0,62.3,Veg,None,Veg_Dinner
Carrot apple sandwich (Gajar aur seb ka sandwich),Lunch,535,13.2,72.6,22.8,Veg,None,Veg_Lunch
Carrot apple sandwich (Gajar aur seb ka sandwich),Dinner,535,13.2,72.6,22.8,Veg,None,Veg_Dinner
Salami sandwich,Lunch,638,21.8,53.8,38.8,Veg,None,Veg_Lunch
Salami sandwich,Dinner,638,21.8,53.8,38.8,Veg,None,Veg_Dinner
Vegetable and mayonnaise sandwich,Lunch,610,11.2,58.0,38.5,Veg,None,Veg_Lunch
Vegetable and mayonnaise sandwich,Dinner,610,11.2,58.0,38.5,Veg,None,Veg_Dinner
Egg and tomato sandwich (Ande aur tamatar ka sandwich),Breakfast,555,19.2,64.8,26.3,Non-Veg,Eggs,Non-Veg_Breakfast
Sweet open sandwich,Lunch,610,12.5,98.1,20.4,Veg,None,Veg_Lunch
Sweet open sandwich,Dinner,610,12.5,98.1,20.4,Veg,None,Veg_Dinner
Mushroom and cheese sandwich (toasted),Breakfast,568,19.5,52.5,32.5,Veg,None,Veg_Breakfast
Cheese and tomato sandwich (toasted) (Cheese aur tamatar ke sandwich (toasted)),Breakfast,561,17.0,53.6,32.4,Veg,None,Veg_Breakfast
Pea potato sandwich (toasted) (Matar aloo ka sandwich),Breakfast,412,11.5,62.9,13.6,Veg,None,Veg_Breakfast
Paneer pea sandwich (toasted) (Paneer matar ka sandwich),Breakfast,623,31.0,60.1,30.0,Veg,Dairy,Veg_Breakfast
Chicken sandwich (toasted),Breakfast,418,30.2,47.0,13.3,Non-Veg,None,Non-Veg_Breakfast
Pea keema sandwich (toasted) (Matar aur keema ka sandwich),Breakfast,429,27.6,50.7,14.0,Veg,None,Veg_Breakfast
Classic club sandwich,Lunch,502,16.8,46.2,28.9,Veg,None,Veg_Lunch
Classic club sandwich,Dinner,502,16.8,46.2,28.9,Veg,None,Veg_Dinner
Sesame toast,Breakfast,1237,4.8,27.9,123.4,Veg,None,Veg_Breakfast
Cracked wheat porridge (Meetha daliya),Breakfast,122,4.0,13.3,6.1,Veg,Gluten,Veg_Breakfast
Cracked wheat porridge (Meetha daliya),Snack,122,4.0,13.3,6.1,Veg,Gluten,Veg_Snack
Semolina porridge (Suji/Rava daliya),Breakfast,151,5.6,18.6,6.1,Veg,None,Veg_Breakfast
Semolina porridge (Suji/Rava daliya),Snack,151,5.6,18.6,6.1,Veg,None,Veg_Snack
Oatmeal Porridge,Breakfast,109,3.9,13.2,4.8,Veg,None,Veg_Breakfast
Oatmeal Porridge,Snack,109,3.9,13.2,4.8,Veg,None,Veg_Snack
Cornflakes with milk,Breakfast,175,5.4,22.4,7.7,Veg,Dairy,Veg_Breakfast
Cornflakes with milk,Snack,175,5.4,22.4,7.7,Veg,Dairy,Veg_Snack
Rice flakes (Chiwda/Aval),Breakfast,168,5.4,23.4,6.0,Veg,None,Veg_Breakfast
Rice flakes (Chiwda/Aval),Snack,168,5.4,23.4,6.0,Veg,None,Veg_Snack
Wheat flakes,Breakfast,168,5.4,23.4,6.0,Veg,Gluten,Veg_Breakfast
Wheat flakes,Snack,168,5.4,23.4,6.0,Veg,Gluten,Veg_Snack
Murmura (Puffed rice),Breakfast,169,5.4,23.5,6.1,Veg,None,Veg_Breakfast
Murmura (Puffed rice),Snack,169,5.4,23.5,6.1,Veg,None,Veg_Snack
Puffed wheat (Murmure/Moori),Breakfast,169,5.4,23.5,6.1,Veg,Gluten,Veg_Breakfast
Puffed wheat (Murmure/Moori),Snack,169,5.4,23.5,6.1,Veg,Gluten,Veg_Snack
Boiled egg (Ubla anda),Breakfast,136,13.3,0.4,9.1,Non-Veg,Eggs,Non-Veg_Breakfast
Fried Egg ,Breakfast,559,29.0,0.8,49.1,Non-Veg,Eggs,Non-Veg_Breakfast
Poached egg,Breakfast,185,18.0,0.6,12.3,Non-Veg,Eggs,Non-Veg_Breakfast
Scrambled egg (Ande ki bhurji),Breakfast,389,25.7,3.4,30.5,Non-Veg,Eggs,Non-Veg_Breakfast
Baked egg ,Breakfast,547,29.7,38.6,31.6,Non-Veg,Eggs,Non-Veg_Breakfast
Plain omelette/omlet,Lunch,681,24.2,1.6,64.4,Veg,None,Veg_Lunch
Plain omelette/omlet,Dinner,681,24.2,1.6,64.4,Veg,None,Veg_Dinner
Stuffed egg omelette/omlet,Breakfast,508,21.5,5.8,44.4,Non-Veg,Eggs,Non-Veg_Breakfast
Pancake,Lunch,508,14.2,51.2,27.0,Veg,None,Veg_Lunch
Pancake,Dinner,508,14.2,51.2,27.0,Veg,None,Veg_Dinner
Keema pancake,Lunch,440,22.5,23.9,28.1,Veg,None,Veg_Lunch
Keema pancake,Dinner,440,22.5,23.9,28.1,Veg,None,Veg_Dinner
Vegetable pancake,Breakfast,187,5.8,18.4,9.9,Veg,None,Veg_Breakfast
Vegetable pancake,Snack,187,5.8,18.4,9.9,Veg,None,Veg_Snack
Jam and fruit pancake,Lunch,405,9.5,51.8,17.5,Veg,None,Veg_Lunch
Jam and fruit pancake,Dinner,405,9.5,51.8,17.5,Veg,None,Veg_Dinner
Khoa and coconut pancake,Lunch,679,17.5,68.3,38.2,Veg,Nuts,Veg_Lunch
Khoa and coconut pancake,Dinner,679,17.5,68.3,38.2,Veg,Nuts,Veg_Dinner
Brown stock,Breakfast,63,5.8,0.8,4.1,Veg,None,Veg_Breakfast
Brown stock,Snack,63,5.8,0.8,4.1,Veg,None,Veg_Snack
Vegetable stock,Breakfast,52,0.9,2.9,4.1,Veg,None,Veg_Breakfast
Vegetable stock,Snack,52,0.9,2.9,4.1,Veg,None,Veg_Snack
Chicken stock,Breakfast,89,11.1,1.1,4.5,Non-Veg,None,Non-Veg_Breakfast
Chicken stock,Snack,89,11.1,1.1,4.5,Non-Veg,None,Non-Veg_Snack
Clear tomato soup (Tamatar ka soup),Breakfast,120,7.2,5.2,18.3,Veg,None,Veg_Breakfast
Clear tomato soup (Tamatar ka soup),Snack,120,7.2,5.2,18.3,Veg,None,Veg_Snack
Lentil soup,Breakfast,93,29.0,11.8,35.0,Veg,None,Veg_Breakfast
Lentil soup,Snack,93,29.0,11.8,35.0,Veg,None,Veg_Snack
Chicken consomme (Clear chicken soup),Breakfast,143,34.4,3.6,36.1,Non-Veg,None,Non-Veg_Breakfast
Chicken consomme (Clear chicken soup),Snack,143,34.4,3.6,36.1,Non-Veg,None,Non-Veg_Snack
Cream of tomato soup,Breakfast,146,6.9,5.9,19.7,Veg,Dairy,Veg_Breakfast
Cream of tomato soup,Snack,146,6.9,5.9,19.7,Veg,Dairy,Veg_Snack
Cream of green peas soup,Breakfast,191,10.7,10.1,22.2,Veg,Dairy,Veg_Breakfast
Cream of green peas soup,Snack,191,10.7,10.1,22.2,Veg,Dairy,Veg_Snack
Cream of spinach soup,Breakfast,150,7.8,5.2,20.0,Veg,Dairy,Veg_Breakfast
Cream of spinach soup,Snack,150,7.8,5.2,20.0,Veg,Dairy,Veg_Snack
Cream of mixed vegetable soup,Breakfast,89,10.3,7.4,13.6,Veg,Dairy,Veg_Breakfast
Cream of mixed vegetable soup,Snack,89,10.3,7.4,13.6,Veg,Dairy,Veg_Snack
Cream of mushroom soup,Breakfast,175,10.0,5.6,23.2,Veg,Dairy,Veg_Breakfast
Cream of mushroom soup,Snack,175,10.0,5.6,23.2,Veg,Dairy,Veg_Snack
Chicken sweet corn soup,Breakfast,84,43.4,4.9,37.8,Non-Veg,None,Non-Veg_Breakfast
Chicken sweet corn soup,Snack,84,43.4,4.9,37.8,Non-Veg,None,Non-Veg_Snack
Minestrone soup,Breakfast,127,27.9,11.1,33.3,Veg,None,Veg_Breakfast
Minestrone soup,Snack,127,27.9,11.1,33.3,Veg,None,Veg_Snack
Egg drop soup,Breakfast,79,38.8,3.3,40.6,Non-Veg,Eggs,Non-Veg_Breakfast
Chinese cabbage and meat ball soup,Lunch,1210,13.0,3.6,141.4,Non-Veg,None,Non-Veg_Lunch
Chinese cabbage and meat ball soup,Dinner,1210,13.0,3.6,141.4,Non-Veg,None,Non-Veg_Dinner
French onion soup,Breakfast,83,17.1,6.4,21.6,Veg,None,Veg_Breakfast
French onion soup,Snack,83,17.1,6.4,21.6,Veg,None,Veg_Snack
Hot and sour soup,Breakfast,94,9.4,5.3,3.9,Veg,None,Veg_Breakfast
Hot and sour soup,Snack,94,9.4,5.3,3.9,Veg,None,Veg_Snack
Talaumein soup,Breakfast,106,30.4,12.5,38.3,Veg,None,Veg_Breakfast
Talaumein soup,Snack,106,30.4,12.5,38.3,Veg,None,Veg_Snack
Cold cucumber soup (Thanda kheere ka soup),Breakfast,144,9.0,13.7,6.0,Veg,None,Veg_Breakfast
Cold cucumber soup (Thanda kheere ka soup),Snack,144,9.0,13.7,6.0,Veg,None,Veg_Snack
Cold summer garden soup,Breakfast,147,25.7,8.0,42.2,Veg,None,Veg_Breakfast
Cold summer garden soup,Snack,147,25.7,8.0,42.2,Veg,None,Veg_Snack
Chapati/Roti,Lunch,505,14.7,89.1,8.9,Veg,Gluten,Veg_Lunch
Chapati/Roti,Dinner,505,14.7,89.1,8.9,Veg,Gluten,Veg_Dinner
Plain parantha/paratha,Breakfast,745,12.6,76.7,42.2,Veg,Gluten,Veg_Breakfast
Potato parantha/paratha (Aloo ka parantha/paratha),Breakfast,512,9.2,59.8,25.6,Veg,Gluten,Veg_Breakfast
Radish parantha/paratha (Mooli ka parantha/paratha),Breakfast,458,8.2,51.4,23.8,Veg,Gluten,Veg_Breakfast
Cauliflower parantha/paratha (Phoolgobhi ka parantha/paratha),Breakfast,445,9.3,47.1,23.7,Veg,Gluten,Veg_Breakfast
Dal parantha/paratha,Breakfast,670,17.0,75.1,32.6,Veg,Gluten,Veg_Breakfast
Sprouted moong parantha/paratha,Breakfast,571,10.7,60.8,31.1,Veg,Gluten,Veg_Breakfast
Pea parantha/paratha (Matar ka parantha/paratha),Breakfast,476,14.0,53.8,22.0,Veg,Gluten,Veg_Breakfast
Keema parantha/paratha,Breakfast,595,23.5,45.9,34.8,Veg,Gluten,Veg_Breakfast
Paneer parantha/paratha,Breakfast,657,20.0,60.8,36.6,Veg,"Dairy, Gluten",Veg_Breakfast
Besan and spinach parantha/paratha (Besan aur palak ka parantha/paratha),Breakfast,541,13.8,53.5,30.2,Veg,Gluten,Veg_Breakfast
Poori,Lunch,1844,3.4,20.6,194.0,Veg,None,Veg_Lunch
Poori,Dinner,1844,3.4,20.6,194.0,Veg,None,Veg_Dinner
Spinach poori (Palak poori),Lunch,1710,3.6,19.4,179.6,Veg,None,Veg_Lunch
Spinach poori (Palak poori),Dinner,1710,3.6,19.4,179.6,Veg,None,Veg_Dinner
Methi poori,Lunch,1775,3.6,20.0,186.5,Veg,None,Veg_Lunch
Methi poori,Dinner,1775,3.6,20.0,186.5,Veg,None,Veg_Dinner
Dal stuffed poori,Lunch,1962,5.2,25.4,204.2,Veg,None,Veg_Lunch
Dal stuffed poori,Dinner,1962,5.2,25.4,204.2,Veg,None,Veg_Dinner
Potato stuffed poori (Aloo ki poori),Lunch,1941,3.8,23.5,203.4,Veg,None,Veg_Lunch
Potato stuffed poori (Aloo ki poori),Dinner,1941,3.8,23.5,203.4,Veg,None,Veg_Dinner
Tandoori parantha/paratha,Breakfast,738,12.7,76.8,41.3,Veg,Gluten,Veg_Breakfast
Boiled rice (Uble chawal),Breakfast,175,3.9,38.6,0.3,Veg,None,Veg_Breakfast
Boiled rice (Uble chawal),Snack,175,3.9,38.6,0.3,Veg,None,Veg_Snack
Plain pulao,Breakfast,210,3.5,32.7,6.9,Veg,None,Veg_Breakfast
Plain pulao,Snack,210,3.5,32.7,6.9,Veg,None,Veg_Snack
Mixed vegetable pulao,Breakfast,169,4.1,26.2,5.0,Veg,None,Veg_Breakfast
Mixed vegetable pulao,Snack,169,4.1,26.2,5.0,Veg,None,Veg_Snack
Mushroom pulao,Breakfast,186,3.8,28.5,6.0,Veg,None,Veg_Breakfast
Mushroom pulao,Snack,186,3.8,28.5,6.0,Veg,None,Veg_Snack
Sprouted moong pulao,Breakfast,169,3.3,26.2,5.4,Veg,None,Veg_Breakfast
Sprouted moong pulao,Snack,169,3.3,26.2,5.4,Veg,None,Veg_Snack
Paneer pulao,Lunch,1454,5.0,21.9,149.5,Veg,Dairy,Veg_Lunch
Paneer pulao,Dinner,1454,5.0,21.9,149.5,Veg,Dairy,Veg_Dinner
Peanut pulao ,Lunch,483,13.3,53.0,23.8,Veg,Nuts,Veg_Lunch
Peanut pulao ,Dinner,483,13.3,53.0,23.8,Veg,Nuts,Veg_Dinner
Navratan pulao,Lunch,654,15.5,92.4,23.6,Veg,None,Veg_Lunch
Navratan pulao,Dinner,654,15.5,92.4,23.6,Veg,None,Veg_Dinner
Green chickpeas pulao (Choliya pulao/Hare chane ka pulao),Lunch,433,12.2,68.9,12.0,Veg,None,Veg_Lunch
Green chickpeas pulao (Choliya pulao/Hare chane ka pulao),Dinner,433,12.2,68.9,12.0,Veg,None,Veg_Dinner
Mutton biryani/biriyani,Lunch,476,18.4,56.2,19.3,Non-Veg,None,Non-Veg_Lunch
Mutton biryani/biriyani,Dinner,476,18.4,56.2,19.3,Non-Veg,None,Non-Veg_Dinner
Vegetable biryani/biriyani,Lunch,436,7.9,46.4,23.8,Veg,None,Veg_Lunch
Vegetable biryani/biriyani,Dinner,436,7.9,46.4,23.8,Veg,None,Veg_Dinner
"Lemon rice (Pulihora, Elumichai sadam, Chitranna)",Lunch,440,10.6,54.0,19.7,Veg,None,Veg_Lunch
"Lemon rice (Pulihora, Elumichai sadam, Chitranna)",Dinner,440,10.6,54.0,19.7,Veg,None,Veg_Dinner
Sweet rice (Meethe chawal),Lunch,538,5.2,106.5,11.4,Veg,None,Veg_Lunch
Sweet rice (Meethe chawal),Dinner,538,5.2,106.5,11.4,Veg,None,Veg_Dinner
Curd rice (Dahi bhaat/Dahi chawal/ Perugu annam/Daddojanam/Thayir saadam),Lunch,489,14.4,82.3,10.8,Veg,Dairy,Veg_Lunch
Curd rice (Dahi bhaat/Dahi chawal/ Perugu annam/Daddojanam/Thayir saadam),Dinner,489,14.4,82.3,10.8,Veg,Dairy,Veg_Dinner
Tamarind rice (Chintapandu pulihora/Puliyodharai/Puli sadam/Huli anna),Lunch,932,18.6,162.7,21.3,Veg,None,Veg_Lunch
Tamarind rice (Chintapandu pulihora/Puliyodharai/Puli sadam/Huli anna),Dinner,932,18.6,162.7,21.3,Veg,None,Veg_Dinner
Spanish rice,Lunch,410,10.5,77.8,5.6,Veg,None,Veg_Lunch
Spanish rice,Dinner,410,10.5,77.8,5.6,Veg,None,Veg_Dinner
Chinese fried rice,Breakfast,180,6.1,20.1,8.1,Veg,None,Veg_Breakfast
Chinese fried rice,Snack,180,6.1,20.1,8.1,Veg,None,Veg_Snack
Macroni cheese pie,Lunch,426,14.6,52.8,18.7,Veg,None,Veg_Lunch
Macroni cheese pie,Dinner,426,14.6,52.8,18.7,Veg,None,Veg_Dinner
Vegetable chowmein,Breakfast,194,4.6,23.2,9.5,Veg,None,Veg_Breakfast
Vegetable chowmein,Snack,194,4.6,23.2,9.5,Veg,None,Veg_Snack
Chicken chowmein,Lunch,378,15.8,33.2,20.6,Non-Veg,None,Non-Veg_Lunch
Chicken chowmein,Dinner,378,15.8,33.2,20.6,Non-Veg,None,Non-Veg_Dinner
Cheese noodle ring,Breakfast,200,9.3,20.9,9.2,Veg,None,Veg_Breakfast
Cheese noodle ring,Snack,200,9.3,20.9,9.2,Veg,None,Veg_Snack
Spaghetti and cheese balls in tomato sauce,Lunch,1270,6.0,19.6,130.2,Veg,None,Veg_Lunch
Spaghetti and cheese balls in tomato sauce,Dinner,1270,6.0,19.6,130.2,Veg,None,Veg_Dinner
Penne platter,Lunch,443,12.6,52.2,21.8,Veg,None,Veg_Lunch
Penne platter,Dinner,443,12.6,52.2,21.8,Veg,None,Veg_Dinner
Pasta hot pot,Breakfast,187,8.8,17.4,9.7,Veg,None,Veg_Breakfast
Pasta hot pot,Snack,187,8.8,17.4,9.7,Veg,None,Veg_Snack
Chicken lasagne,Lunch,468,26.1,34.8,25.9,Non-Veg,None,Non-Veg_Lunch
Chicken lasagne,Dinner,468,26.1,34.8,25.9,Non-Veg,None,Non-Veg_Dinner
Fettuccine with spinach sauce,Breakfast,193,4.6,18.3,11.7,Veg,None,Veg_Breakfast
Fettuccine with spinach sauce,Snack,193,4.6,18.3,11.7,Veg,None,Veg_Snack
Naan,Lunch,716,20.1,129.4,12.5,Veg,Gluten,Veg_Lunch
Naan,Dinner,716,20.1,129.4,12.5,Veg,Gluten,Veg_Dinner
Bhatura,Lunch,1983,4.1,26.8,206.4,Veg,None,Veg_Lunch
Bhatura,Dinner,1983,4.1,26.8,206.4,Veg,None,Veg_Dinner
Idli,Breakfast,206,7.0,42.3,0.5,Veg,None,Veg_Breakfast
Masala dosa,Breakfast,411,8.2,48.9,19.6,Veg,None,Veg_Breakfast
Semolina dosa (Suji/Rava dosa),Breakfast,567,18.2,82.1,17.8,Veg,None,Veg_Breakfast
Onion tomato uttapam,Lunch,1155,4.8,28.3,113.2,Veg,None,Veg_Lunch
Onion tomato uttapam,Dinner,1155,4.8,28.3,113.2,Veg,None,Veg_Dinner
Paneer kaathi roll,Lunch,714,17.3,50.2,48.9,Veg,Dairy,Veg_Lunch
Paneer kaathi roll,Dinner,714,17.3,50.2,48.9,Veg,Dairy,Veg_Dinner
Makki ki roti,Lunch,659,8.7,60.5,42.1,Veg,Gluten,Veg_Lunch
Makki ki roti,Dinner,659,8.7,60.5,42.1,Veg,Gluten,Veg_Dinner
Washed moong dal (Dhuli moong ki dal),Breakfast,75,4.0,8.9,2.5,Veg,None,Veg_Breakfast
Washed moong dal (Dhuli moong ki dal),Snack,75,4.0,8.9,2.5,Veg,None,Veg_Snack
Washed urad dal (Dhuli urad ki dal),Breakfast,91,3.8,8.8,4.5,Veg,None,Veg_Breakfast
Washed urad dal (Dhuli urad ki dal),Snack,91,3.8,8.8,4.5,Veg,None,Veg_Snack
Split bengal gram with bottle gourd (Channa dal with ghiya/lauki),Breakfast,109,4.2,10.6,5.4,Veg,None,Veg_Breakfast
Split bengal gram with bottle gourd (Channa dal with ghiya/lauki),Snack,109,4.2,10.6,5.4,Veg,None,Veg_Snack
Dry washed urad,Breakfast,187,10.3,23.5,5.2,Veg,None,Veg_Breakfast
Dry washed urad,Snack,187,10.3,23.5,5.2,Veg,None,Veg_Snack
Mixed dal,Breakfast,92,3.8,8.7,4.6,Veg,None,Veg_Breakfast
Mixed dal,Snack,92,3.8,8.7,4.6,Veg,None,Veg_Snack
Whole moong (Moong ki dal),Breakfast,80,3.4,7.8,3.8,Veg,None,Veg_Breakfast
Whole moong (Moong ki dal),Snack,80,3.4,7.8,3.8,Veg,None,Veg_Snack
Whole masoor (Masoor ki dal),Breakfast,81,3.4,8.1,3.8,Veg,None,Veg_Breakfast
Whole masoor (Masoor ki dal),Snack,81,3.4,8.1,3.8,Veg,None,Veg_Snack
Whole moth (Moth ki dal),Breakfast,82,3.0,8.6,3.9,Veg,None,Veg_Breakfast
Whole moth (Moth ki dal),Snack,82,3.0,8.6,3.9,Veg,None,Veg_Snack
Whole urad (Urad ki dal),Breakfast,80,3.3,7.6,3.9,Veg,None,Veg_Breakfast
Whole urad (Urad ki dal),Snack,80,3.3,7.6,3.9,Veg,None,Veg_Snack
Moti mahal dal (Urad rajmah mix dal),Breakfast,154,5.9,13.1,8.5,Veg,None,Veg_Breakfast
Moti mahal dal (Urad rajmah mix dal),Snack,154,5.9,13.1,8.5,Veg,None,Veg_Snack
Black channa curry/Bengal gram curry (Kale chane ki curry),Breakfast,211,8.5,21.2,9.9,Veg,None,Veg_Breakfast
Black channa curry/Bengal gram curry (Kale chane ki curry),Snack,211,8.5,21.2,9.9,Veg,None,Veg_Snack
Chickpeas curry (Safed channa curry),Lunch,408,15.2,50.0,17.1,Veg,None,Veg_Lunch
Chickpeas curry (Safed channa curry),Dinner,408,15.2,50.0,17.1,Veg,None,Veg_Dinner
Lobia curry,Breakfast,223,9.1,26.8,8.4,Veg,None,Veg_Breakfast
Lobia curry,Snack,223,9.1,26.8,8.4,Veg,None,Veg_Snack
Soyabean curry,Lunch,408,26.1,16.9,25.5,Veg,Soy,Veg_Lunch
Soyabean curry,Dinner,408,26.1,16.9,25.5,Veg,Soy,Veg_Dinner
Kidney bean curry (Rajmah curry),Breakfast,215,8.9,24.6,8.7,Veg,None,Veg_Breakfast
Kidney bean curry (Rajmah curry),Snack,215,8.9,24.6,8.7,Veg,None,Veg_Snack
Sambar,Breakfast,145,5.0,15.9,6.6,Veg,None,Veg_Breakfast
Sambar,Snack,145,5.0,15.9,6.6,Veg,None,Veg_Snack
Besan kadhi with pakodies,Lunch,1008,4.1,8.9,106.5,Veg,None,Veg_Lunch
Besan kadhi with pakodies,Dinner,1008,4.1,8.9,106.5,Veg,None,Veg_Dinner
Khatta channa,Lunch,506,15.8,52.8,26.4,Veg,None,Veg_Lunch
Khatta channa,Dinner,506,15.8,52.8,26.4,Veg,None,Veg_Dinner
Sprouted moong dal chat,Breakfast,97,4.1,18.0,1.0,Veg,None,Veg_Breakfast
Sprouted moong dal chat,Snack,97,4.1,18.0,1.0,Veg,None,Veg_Snack
Potato cauliflower (Aloo gobhi),Breakfast,159,2.8,9.0,12.2,Veg,None,Veg_Breakfast
Potato cauliflower (Aloo gobhi),Snack,159,2.8,9.0,12.2,Veg,None,Veg_Snack
Potato capsicum (Shimla mirch aloo),Breakfast,188,2.1,13.1,14.0,Veg,None,Veg_Breakfast
Potato capsicum (Shimla mirch aloo),Snack,188,2.1,13.1,14.0,Veg,None,Veg_Snack
Cabbage and peas (Pattagobhi aur matar),Breakfast,95,4.9,9.4,4.0,Veg,None,Veg_Breakfast
Cabbage and peas (Pattagobhi aur matar),Snack,95,4.9,9.4,4.0,Veg,None,Veg_Snack
Carrot and fenugreek leaves (Gajar methi),Breakfast,92,3.2,6.3,5.7,Veg,None,Veg_Breakfast
Carrot and fenugreek leaves (Gajar methi),Snack,92,3.2,6.3,5.7,Veg,None,Veg_Snack
Potato fenugreek (Aloo methi),Breakfast,202,3.4,12.7,15.1,Veg,None,Veg_Breakfast
Potato fenugreek (Aloo methi),Snack,202,3.4,12.7,15.1,Veg,None,Veg_Snack
Brinjal bhartha (Baingan ka bhartha),Breakfast,97,2.1,6.6,6.7,Veg,None,Veg_Breakfast
Brinjal bhartha (Baingan ka bhartha),Snack,97,2.1,6.6,6.7,Veg,None,Veg_Snack
Dry potato (Sookhe aloo),Breakfast,154,2.4,21.6,6.3,Veg,None,Veg_Breakfast
Dry potato (Sookhe aloo),Snack,154,2.4,21.6,6.3,Veg,None,Veg_Snack
Beans with coconut (Nariyal aur sem/phali; Beans thoran),Breakfast,197,3.9,6.6,17.1,Veg,Nuts,Veg_Breakfast
Beans with coconut (Nariyal aur sem/phali; Beans thoran),Snack,197,3.9,6.6,17.1,Veg,Nuts,Veg_Snack
Cauliflower with coconut (Nariyal ke saath phoolgobhi),Breakfast,198,4.0,6.0,17.3,Veg,Nuts,Veg_Breakfast
Cauliflower with coconut (Nariyal ke saath phoolgobhi),Snack,198,4.0,6.0,17.3,Veg,Nuts,Veg_Snack
Carrot and cabbage with coconut (Nariyal ke saath pattagobhi aur gajar),Breakfast,159,2.7,7.5,12.9,Veg,Nuts,Veg_Breakfast
Carrot and cabbage with coconut (Nariyal ke saath pattagobhi aur gajar),Snack,159,2.7,7.5,12.9,Veg,Nuts,Veg_Snack
