Name,Type,Calories,Protein,Carbs,Fats,Tags,Allergens,Swap_Group
Banana raita (Kele ka raita),Breakfast,133,6.2,20.3,3.1,Veg,None,Veg_Breakfast
Banana raita (Kele ka raita),Snack,133,6.2,20.3,3.1,Veg,None,Veg_Snack
Mango raita (Aam ka raita),Breakfast,101,5.8,12.3,3.2,Veg,None,Veg_Breakfast
Mango raita (Aam ka raita),Snack,101,5.8,12.3,3.2,Veg,None,Veg_Snack
Guava raita (Amarood ka raita),Breakfast,96,6.3,10.9,3.1,Veg,None,Veg_Breakfast
Guava raita (Amarood ka raita),Snack,96,6.3,10.9,3.1,Veg,None,Veg_Snack
Grapes raita (Angoor ka raita),Breakfast,108,6.0,14.5,3.1,Veg,None,Veg_Breakfast
Grapes raita (Angoor ka raita),Snack,108,6.0,14.5,3.1,Veg,None,Veg_Snack
Bottle gourd kheer (Ghiya/Lauki kheer),Breakfast,126,4.1,15.0,5.8,Veg,None,Veg_Breakfast
Bottle gourd kheer (Ghiya/Lauki kheer),Snack,126,4.1,15.0,5.8,Veg,None,Veg_Snack
Pumpkin kheer (Kaddu ki kheer),Breakfast,129,4.1,15.7,5.8,Veg,None,Veg_Breakfast
Pumpkin kheer (Kaddu ki kheer),Snack,129,4.1,15.7,5.8,Veg,None,Veg_Snack
Apple kheer (Seb ki kheer),Breakfast,121,3.2,17.0,4.8,Veg,None,Veg_Breakfast
Apple kheer (Seb ki kheer),Snack,121,3.2,17.0,4.8,Veg,None,Veg_Snack
Caramel custard (baked),Breakfast,184,7.7,22.4,7.5,Veg,None,Veg_Breakfast
Caramel custard (baked),Snack,184,7.7,22.4,7.5,Veg,None,Veg_Snack
Vanilla ice cream without egg,Breakfast,571,6.7,35.5,45.4,Non-Veg,"Dairy, Eggs",Non-Veg_Breakfast
Vanilla ice cream with egg,Breakfast,537,10.4,29.3,42.6,Non-Veg,"Dairy, Eggs",Non-Veg_Breakfast
Strawberry ice cream,Lunch,539,10.4,30.6,42.4,Veg,Dairy,Veg_Lunch
Strawberry ice cream,Dinner,539,10.4,30.6,42.4,Veg,Dairy,Veg_Dinner
Chocochip ice cream,Lunch,603,10.6,41.9,44.8,Veg,Dairy,Veg_Lunch
Chocochip ice cream,Dinner,603,10.6,41.9,44.8,Veg,Dairy,Veg_Dinner
Choconut ice cream,Lunch,684,12.6,57.8,46.2,Veg,"Dairy, Nuts",Veg_Lunch
Choconut ice cream,Dinner,684,12.6,57.8,46.2,Veg,"Dairy, Nuts",Veg_Dinner
Pear chocholate sunday,Lunch,458,5.2,37.6,32.8,Veg,None,Veg_Lunch
Pear chocholate sunday,Dinner,458,5.2,37.6,32.8,Veg,None,Veg_Dinner
Chocolate sauce,Lunch,658,4.8,108.0,26.0,Veg,None,Veg_Lunch
Chocolate sauce,Dinner,658,4.8,108.0,26.0,Veg,None,Veg_Dinner
Coffee ice cream,Snack,376,7.9,35.2,23.6,Veg,Dairy,Veg_Snack
Coffee pear alaska,Snack,509,7.2,48.4,33.1,Veg,None,Veg_Snack
Crunchy butterscotch,Lunch,693,7.8,49.8,52.5,Veg,None,Veg_Lunch
Crunchy butterscotch,Dinner,693,7.8,49.8,52.5,Veg,None,Veg_Dinner
Peach melba ice cream,Lunch,502,5.2,40.8,36.3,Veg,Dairy,Veg_Lunch
Peach melba ice cream,Dinner,502,5.2,40.8,36.3,Veg,Dairy,Veg_Dinner
Vanilla ice cream with apples in hot cherry sauce,Lunch,490,4.3,56.9,28.6,Veg,Dairy,Veg_Lunch
Vanilla ice cream with apples in hot cherry sauce,Dinner,490,4.3,56.9,28.6,Veg,Dairy,Veg_Dinner
Grape and orange whip,Breakfast,86,2.1,10.1,3.9,Veg,None,Veg_Breakfast
Grape and orange whip,Snack,86,2.1,10.1,3.9,Veg,None,Veg_Snack
Honey banana cream,Breakfast,188,4.2,20.5,10.0,Veg,Dairy,Veg_Breakfast
Honey banana cream,Snack,188,4.2,20.5,10.0,Veg,Dairy,Veg_Snack
Raspberry bavarian cream,Lunch,375,8.4,44.6,19.7,Veg,Dairy,Veg_Lunch
Raspberry bavarian cream,Dinner,375,8.4,44.6,19.7,Veg,Dairy,Veg_Dinner
Fruit delight,Breakfast,160,3.1,13.7,10.6,Veg,None,Veg_Breakfast
Fruit delight,Snack,160,3.1,13.7,10.6,Veg,None,Veg_Snack
Creamy chocolate mousse,Lunch,576,17.1,23.8,45.4,Veg,Dairy,Veg_Lunch
Creamy chocolate mousse,Dinner,576,17.1,23.8,45.4,Veg,Dairy,Veg_Dinner
Cold lemon souffle,Lunch,424,14.7,39.0,24.4,Veg,None,Veg_Lunch
Cold lemon souffle,Dinner,424,14.7,39.0,24.4,Veg,None,Veg_Dinner
Cold orange souffle,Lunch,432,14.8,40.7,24.6,Veg,None,Veg_Lunch
Cold orange souffle,Dinner,432,14.8,40.7,24.6,Veg,None,Veg_Dinner
Cold pineapple souffle,Lunch,453,15.6,42.1,26.0,Veg,None,Veg_Lunch
Cold pineapple souffle,Dinner,453,15.6,42.1,26.0,Veg,None,Veg_Dinner
Cold vanilla souffle,Lunch,448,15.6,40.7,25.8,Veg,None,Veg_Lunch
Cold vanilla souffle,Dinner,448,15.6,40.7,25.8,Veg,None,Veg_Dinner
Cold chocolate souffle,Lunch,468,15.9,43.0,27.2,Veg,None,Veg_Lunch
Cold chocolate souffle,Dinner,468,15.9,43.0,27.2,Veg,None,Veg_Dinner
Stewed fruit (with pear),Breakfast,111,0.4,27.3,0.5,Veg,None,Veg_Breakfast
Stewed fruit (with pear),Snack,111,0.4,27.3,0.5,Veg,None,Veg_Snack
Apricot fool,Lunch,601,3.8,84.1,28.4,Veg,None,Veg_Lunch
Apricot fool,Dinner,601,3.8,84.1,28.4,Veg,None,Veg_Dinner
Pavlova,Lunch,501,4.6,54.6,30.7,Veg,None,Veg_Lunch
Pavlova,Dinner,501,4.6,54.6,30.7,Veg,None,Veg_Dinner
Apple crumb pudding,Lunch,552,3.8,87.9,22.2,Veg,None,Veg_Lunch
Apple crumb pudding,Dinner,552,3.8,87.9,22.2,Veg,None,Veg_Dinner
Steamed cake with chocolate sauce,Snack,754,11.2,72.6,47.5,Veg,None,Veg_Snack
Hot lemon souffle,Lunch,388,13.2,40.8,19.8,Veg,None,Veg_Lunch
Hot lemon souffle,Dinner,388,13.2,40.8,19.8,Veg,None,Veg_Dinner
Gulab jamun with milk powder,Lunch,1177,2.1,70.6,100.4,Veg,Dairy,Veg_Lunch
Gulab jamun with milk powder,Dinner,1177,2.1,70.6,100.4,Veg,Dairy,Veg_Dinner
Chum chum,Breakfast,195,2.3,42.4,2.9,Veg,None,Veg_Breakfast
Chum chum,Snack,195,2.3,42.4,2.9,Veg,None,Veg_Snack
Dil bahar,Breakfast,195,2.3,42.4,2.9,Veg,None,Veg_Breakfast
Dil bahar,Snack,195,2.3,42.4,2.9,Veg,None,Veg_Snack
Rasbhari,Breakfast,195,2.3,42.4,2.9,Veg,None,Veg_Breakfast
Rasbhari,Snack,195,2.3,42.4,2.9,Veg,None,Veg_Snack
Rajbogh,Breakfast,200,2.6,42.2,3.4,Veg,None,Veg_Breakfast
Rajbogh,Snack,200,2.6,42.2,3.4,Veg,None,Veg_Snack
Rasgulla,Breakfast,177,2.1,38.7,2.6,Veg,None,Veg_Breakfast
Rasgulla,Snack,177,2.1,38.7,2.6,Veg,None,Veg_Snack
Rasmalai,Breakfast,203,2.4,43.8,3.2,Veg,None,Veg_Breakfast
Rasmalai,Snack,203,2.4,43.8,3.2,Veg,None,Veg_Snack
Khoa coconut burfi,Lunch,1028,25.0,91.4,65.0,Veg,Nuts,Veg_Lunch
Khoa coconut burfi,Dinner,1028,25.0,91.4,65.0,Veg,Nuts,Veg_Dinner
Danedar burfi,Breakfast,154,4.9,18.5,7.1,Veg,None,Veg_Breakfast
Danedar burfi,Snack,154,4.9,18.5,7.1,Veg,None,Veg_Snack
Semolina burfi (Suji/Rava burfi),Lunch,871,8.7,117.8,42.2,Veg,None,Veg_Lunch
Semolina burfi (Suji/Rava burfi),Dinner,871,8.7,117.8,42.2,Veg,None,Veg_Dinner
Pumpkin coconut burfi (Kaddu aur nariyal ki burfi),Lunch,465,4.4,42.6,31.6,Veg,Nuts,Veg_Lunch
Pumpkin coconut burfi (Kaddu aur nariyal ki burfi),Dinner,465,4.4,42.6,31.6,Veg,Nuts,Veg_Dinner
Khoa ladoo,Lunch,990,30.5,86.1,60.2,Veg,None,Veg_Lunch
Khoa ladoo,Dinner,990,30.5,86.1,60.2,Veg,None,Veg_Dinner
Wheat and gram flour ladoo (Atta besan ladoo),Lunch,1254,23.5,126.2,74.6,Veg,Gluten,Veg_Lunch
Wheat and gram flour ladoo (Atta besan ladoo),Dinner,1254,23.5,126.2,74.6,Veg,Gluten,Veg_Dinner
Semolina ladoo with nuts (Suji/Rava ladoo with nuts),Lunch,1104,13.6,120.0,63.6,Veg,Nuts,Veg_Lunch
Semolina ladoo with nuts (Suji/Rava ladoo with nuts),Dinner,1104,13.6,120.0,63.6,Veg,Nuts,Veg_Dinner
Sesame chickpeas brittle (Til aur channe ki chikki),Lunch,706,21.2,126.2,11.6,Veg,None,Veg_Lunch
Sesame chickpeas brittle (Til aur channe ki chikki),Dinner,706,21.2,126.2,11.6,Veg,None,Veg_Dinner
Murmura chikki,Lunch,634,5.3,149.0,0.8,Veg,None,Veg_Lunch
Murmura chikki,Dinner,634,5.3,149.0,0.8,Veg,None,Veg_Dinner
Masala onion pakora/pakoda (Pyaaz ke pakode),Lunch,1379,5.1,16.2,144.0,Veg,None,Veg_Lunch
Masala onion pakora/pakoda (Pyaaz ke pakode),Dinner,1379,5.1,16.2,144.0,Veg,None,Veg_Dinner
Masala green chilli pakora/pakoda (Hari mirch kay pakode),Lunch,1671,5.6,13.9,177.5,Veg,None,Veg_Lunch
Masala green chilli pakora/pakoda (Hari mirch kay pakode),Dinner,1671,5.6,13.9,177.5,Veg,None,Veg_Dinner
Chicken pakora/pakoda,Lunch,1475,15.1,11.4,152.4,Non-Veg,None,Non-Veg_Lunch
Chicken pakora/pakoda,Dinner,1475,15.1,11.4,152.4,Non-Veg,None,Non-Veg_Dinner
Fish pakora/pakoda,Lunch,1442,14.9,11.4,148.8,Non-Veg,Fish,Non-Veg_Lunch
Fish pakora/pakoda,Dinner,1442,14.9,11.4,148.8,Non-Veg,Fish,Non-Veg_Dinner
Paneer cutlet,Lunch,1680,11.5,19.0,173.4,Veg,Dairy,Veg_Lunch
Paneer cutlet,Dinner,1680,11.5,19.0,173.4,Veg,Dairy,Veg_Dinner
Sago cutlet/vadas (Sabudana cutlet/vadas),Lunch,1396,1.4,28.1,142.4,Veg,None,Veg_Lunch
Sago cutlet/vadas (Sabudana cutlet/vadas),Dinner,1396,1.4,28.1,142.4,Veg,None,Veg_Dinner
Poshtik cutlet,Lunch,1241,5.0,18.5,127.4,Veg,None,Veg_Lunch
Poshtik cutlet,Dinner,1241,5.0,18.5,127.4,Veg,None,Veg_Dinner
Egg cutlet (Anda cutlet),Breakfast,1437,6.1,14.4,150.6,Non-Veg,Eggs,Non-Veg_Breakfast
Minced meat cutlet,Lunch,1329,12.8,14.0,136.2,Non-Veg,None,Non-Veg_Lunch
Minced meat cutlet,Dinner,1329,12.8,14.0,136.2,Non-Veg,None,Non-Veg_Dinner
Vegetable samosa,Lunch,1107,5.5,33.1,105.6,Veg,None,Veg_Lunch
Vegetable samosa,Dinner,1107,5.5,33.1,105.6,Veg,None,Veg_Dinner
Plain urad dal vada (Uzunne vada/Minapa garelu/Ulundu vadai/Medu vada),Lunch,1863,11.0,24.2,190.8,Veg,None,Veg_Lunch
Plain urad dal vada (Uzunne vada/Minapa garelu/Ulundu vadai/Medu vada),Dinner,1863,11.0,24.2,190.8,Veg,None,Veg_Dinner
Masala urad dal vada,Lunch,1759,10.8,24.8,179.0,Veg,None,Veg_Lunch
Masala urad dal vada,Dinner,1759,10.8,24.8,179.0,Veg,None,Veg_Dinner
Khaman (dhokla),Breakfast,82,2.9,8.0,4.2,Veg,None,Veg_Breakfast
Khaman (dhokla),Snack,82,2.9,8.0,4.2,Veg,None,Veg_Snack
Instant dhokla,Lunch,517,19.2,60.3,23.4,Veg,None,Veg_Lunch
Instant dhokla,Dinner,517,19.2,60.3,23.4,Veg,None,Veg_Dinner
Tomato ginger chutney (Tamatar adarak ki chutney),Breakfast,133,3.2,27.3,1.0,Veg,None,Veg_Breakfast
Tomato ginger chutney (Tamatar adarak ki chutney),Snack,133,3.2,27.3,1.0,Veg,None,Veg_Snack
Mint tomato chutney (Pudinay aur tamatar ki chutney),Breakfast,130,4.6,24.7,1.1,Veg,None,Veg_Breakfast
Mint tomato chutney (Pudinay aur tamatar ki chutney),Snack,130,4.6,24.7,1.1,Veg,None,Veg_Snack
Coriander chutney (Hare dhaniye ki chutney),Breakfast,128,4.1,24.5,1.1,Veg,None,Veg_Breakfast
Coriander chutney (Hare dhaniye ki chutney),Snack,128,4.1,24.5,1.1,Veg,None,Veg_Snack
Gooseberry chutney (Amla chutney),Breakfast,129,4.3,26.5,1.9,Veg,None,Veg_Breakfast
Gooseberry chutney (Amla chutney),Snack,129,4.3,26.5,1.9,Veg,None,Veg_Snack
Walnut chutney (Akhrot ki chutney),Lunch,926,23.6,22.3,83.6,Veg,Nuts,Veg_Lunch
Walnut chutney (Akhrot ki chutney),Dinner,926,23.6,22.3,83.6,Veg,Nuts,Veg_Dinner
Saunth/Sonth chutney with ginger,Breakfast,126,0.4,30.9,0.2,Veg,None,Veg_Breakfast
Saunth/Sonth chutney with ginger,Snack,126,0.4,30.9,0.2,Veg,None,Veg_Snack
Gun powder chutney,Lunch,780,53.9,119.1,6.7,Veg,None,Veg_Lunch
Gun powder chutney,Dinner,780,53.9,119.1,6.7,Veg,None,Veg_Dinner
Dessicated coconut chutney (Sookhe kase nariyal ki chutney) ,Lunch,865,32.2,91.8,39.7,Veg,Nuts,Veg_Lunch
Dessicated coconut chutney (Sookhe kase nariyal ki chutney) ,Dinner,865,32.2,91.8,39.7,Veg,Nuts,Veg_Dinner
Curd mint dip ,Breakfast,114,7.2,13.7,3.7,Veg,Dairy,Veg_Breakfast
Curd mint dip ,Snack,114,7.2,13.7,3.7,Veg,Dairy,Veg_Snack
Curd vegetable dip,Breakfast,84,5.8,9.1,2.9,Veg,Dairy,Veg_Breakfast
Curd vegetable dip,Snack,84,5.8,9.1,2.9,Veg,Dairy,Veg_Snack
Mayonnaise vegetable dip,Lunch,603,7.5,12.0,58.6,Veg,None,Veg_Lunch
Mayonnaise vegetable dip,Dinner,603,7.5,12.0,58.6,Veg,None,Veg_Dinner
Tomato and cucumber sandwich (Tamatar aur kheere ka sandwich),Lunch,376,10.1,51.3,15.8,Veg,None,Veg_Lunch
Tomato and cucumber sandwich (Tamatar aur kheere ka sandwich),Dinner,376,10.1,51.3,15.8,Veg,None,Veg_Dinner
Tomato sandwich (grilled),Lunch,474,15.6,53.2,23.5,Veg,None,Veg_Lunch
Tomato sandwich (grilled),Dinner,474,15.6,53.2,23.5,Veg,None,Veg_Dinner
French sandwich (toasted),Breakfast,466,17.0,37.0,28.8,Veg,None,Veg_Breakfast
Peanut butter cucumber sandwich,Lunch,608,22.6,74.4,26.4,Veg,Nuts,Veg_Lunch
Peanut butter cucumber sandwich,Dinner,608,22.6,74.4,26.4,Veg,Nuts,Veg_Dinner
Mint and peanut sandwich,Lunch,683,18.0,79.6,34.7,Veg,Nuts,Veg_Lunch
Mint and peanut sandwich,Dinner,683,18.0,79.6,34.7,Veg,Nuts,Veg_Dinner
Spicy chutney sandwich,Lunch,623,21.8,85.1,24.0,Veg,None,Veg_Lunch
Spicy chutney sandwich,Dinner,623,21.8,85.1,24.0,Veg,None,Veg_Dinner
Chicken walnut sandwich (Chicken aur akhrot ke sandwich),Lunch,714,31.4,56.6,41.9,Non-Veg,Nuts,Non-Veg_Lunch
Chicken walnut sandwich (Chicken aur akhrot ke sandwich),Dinner,714,31.4,56.6,41.9,Non-Veg,Nuts,Non-Veg_Dinner
Rolled sandwich,Lunch,732,16.1,86.7,38.2,Veg,None,Veg_Lunch
Rolled sandwich,Dinner,732,16.1,86.7,38.2,Veg,None,Veg_Dinner
Ribbon sandwich,Lunch,598,15.6,61.9,33.4,Veg,None,Veg_Lunch
Ribbon sandwich,Dinner,598,15.6,61.9,33.4,Veg,None,Veg_Dinner
Checker board sandwich,Lunch,870,18.4,64.9,61.6,Veg,None,Veg_Lunch
Checker board sandwich,Dinner,870,18.4,64.9,61.6,Veg,None,Veg_Dinner
Submarine sandwich,Lunch,542,15.2,34.0,38.3,Veg,None,Veg_Lunch
Submarine sandwich,Dinner,542,15.2,34.0,38.3,Veg,None,Veg_Dinner
Cheese open sandwich,Lunch,685,24.6,71.1,35.6,Veg,None,Veg_Lunch
Cheese open sandwich,Dinner,685,24.6,71.1,35.6,Veg,None,Veg_Dinner
Sunset and sunrise open sandwich,Lunch,603,21.4,47.2,37.8,Veg,None,Veg_Lunch
Sunset and sunrise open sandwich,Dinner,603,21.4,47.2,37.8,Veg,None,Veg_Dinner
Danish luncheon sandwich,Lunch,484,22.6,44.4,25.2,Veg,None,Veg_Lunch
Danish luncheon sandwich,Dinner,484,22.6,44.4,25.2,Veg,None,Veg_Dinner
Chicken and corn open sandwich,Lunch,470,21.6,48.0,22.1,Non-Veg,None,Non-Veg_Lunch
Chicken and corn open sandwich,Dinner,470,21.6,48.0,22.1,Non-Veg,None,Non-Veg_Dinner
Chocolate sponge cake,Lunch,599,22.8,98.8,13.8,Veg,None,Veg_Lunch
Chocolate sponge cake,Dinner,599,22.8,98.8,13.8,Veg,None,Veg_Dinner
Chocolate swiss roll,Lunch,765,15.0,67.4,49.4,Veg,None,Veg_Lunch
Chocolate swiss roll,Dinner,765,15.0,67.4,49.4,Veg,None,Veg_Dinner
Lemon curd filling,Lunch,564,8.6,66.0,31.4,Veg,Dairy,Veg_Lunch
Lemon curd filling,Dinner,564,8.6,66.0,31.4,Veg,Dairy,Veg_Dinner
Jam filling,Lunch,461,0.0,115.4,0.0,Veg,None,Veg_Lunch
Jam filling,Dinner,461,0.0,115.4,0.0,Veg,None,Veg_Dinner
Chocolate pastry,Lunch,608,17.6,80.6,25.3,Veg,None,Veg_Lunch
Chocolate pastry,Dinner,608,17.6,80.6,25.3,Veg,None,Veg_Dinner
Assorted pastry,Lunch,576,17.0,80.0,22.3,Veg,None,Veg_Lunch
Assorted pastry,Dinner,576,17.0,80.0,22.3,Veg,None,Veg_Dinner
Orange gateau,Snack,445,12.0,67.5,15.0,Veg,None,Veg_Snack
Black forest gateau,Snack,544,14.8,76.4,21.4,Veg,None,Veg_Snack
Lemon cake,Lunch,934,13.2,107.8,51.6,Veg,None,Veg_Lunch
Lemon cake,Dinner,934,13.2,107.8,51.6,Veg,None,Veg_Dinner
Dundee cake,Lunch,991,19.4,103.5,56.8,Veg,None,Veg_Lunch
Dundee cake,Dinner,991,19.4,103.5,56.8,Veg,None,Veg_Dinner
Victorian sandwich cake,Lunch,932,13.0,111.8,49.6,Veg,None,Veg_Lunch
Victorian sandwich cake,Dinner,932,13.0,111.8,49.6,Veg,None,Veg_Dinner
Chocolate eggless cake,Breakfast,780,16.6,108.6,33.0,Non-Veg,Eggs,Non-Veg_Breakfast
Orange eggless cake,Breakfast,889,17.9,131.6,34.6,Non-Veg,Eggs,Non-Veg_Breakfast
Chocolate glace icing,Lunch,1090,8.0,156.1,52.0,Veg,None,Veg_Lunch
Chocolate glace icing,Dinner,1090,8.0,156.1,52.0,Veg,None,Veg_Dinner
Butter icing,Lunch,1251,0.5,179.1,63.4,Veg,None,Veg_Lunch
Butter icing,Dinner,1251,0.5,179.1,63.4,Veg,None,Veg_Dinner
Chocolate butter icing,Lunch,1173,8.0,154.3,61.9,Veg,None,Veg_Lunch
Chocolate butter icing,Dinner,1173,8.0,154.3,61.9,Veg,None,Veg_Dinner
Almond biscuit (Badam ke biscuit),Snack,1019,15.6,130.4,49.2,Veg,Nuts,Veg_Snack
Orange biscuit,Snack,886,9.1,155.3,27.5,Veg,None,Veg_Snack
Gingerman biscuit,Snack,893,15.6,138.1,31.8,Veg,None,Veg_Snack
Coffee drops,Snack,1107,18.9,107.6,67.9,Veg,None,Veg_Snack
Christmas biscuit,Snack,1015,14.2,152.4,39.7,Veg,None,Veg_Snack
Christmas wreath biscuit,Snack,965,13.6,145.2,37.5,Veg,None,Veg_Snack
Christmas bell biscuit,Snack,1012,14.2,152.0,39.6,Veg,None,Veg_Snack
Christmas star biscuit,Snack,980,8.8,186.4,25.1,Veg,None,Veg_Snack
Christmas tree biscuit,Snack,964,13.6,146.0,37.5,Veg,None,Veg_Snack
Chocolate cream shells,Lunch,1067,12.8,148.2,48.4,Veg,Dairy,Veg_Lunch
Chocolate cream shells,Dinner,1067,12.8,148.2,48.4,Veg,Dairy,Veg_Dinner
Jelly biscuit,Snack,1011,10.6,138.1,48.3,Veg,None,Veg_Snack
Cherry and walnut cookies,Lunch,1056,14.1,148.4,46.9,Veg,Nuts,Veg_Lunch
Cherry and walnut cookies,Dinner,1056,14.1,148.4,46.9,Veg,Nuts,Veg_Dinner
Cheese straws,Lunch,955,24.6,76.5,60.7,Veg,None,Veg_Lunch
Cheese straws,Dinner,955,24.6,76.5,60.7,Veg,None,Veg_Dinner
Butterfly biscuit,Snack,853,25.0,63.3,55.3,Veg,None,Veg_Snack
Flan pastry,Lunch,1114,16.8,119.6,62.6,Veg,None,Veg_Lunch
Flan pastry,Dinner,1114,16.8,119.6,62.6,Veg,None,Veg_Dinner
Fruit flan,Lunch,653,8.2,86.8,31.2,Veg,None,Veg_Lunch
Fruit flan,Dinner,653,8.2,86.8,31.2,Veg,None,Veg_Dinner
Orange cream flan,Lunch,700,11.8,90.4,34.0,Veg,Dairy,Veg_Lunch
Orange cream flan,Dinner,700,11.8,90.4,34.0,Veg,Dairy,Veg_Dinner
Fruit puree tart,Lunch,716,8.4,76.1,42.1,Veg,None,Veg_Lunch
Fruit puree tart,Dinner,716,8.4,76.1,42.1,Veg,None,Veg_Dinner
Apple banana pie,Lunch,609,7.8,80.3,28.5,Veg,None,Veg_Lunch
Apple banana pie,Dinner,609,7.8,80.3,28.5,Veg,None,Veg_Dinner
Lemon chiffon pie,Lunch,648,12.2,69.1,36.3,Veg,None,Veg_Lunch
Lemon chiffon pie,Dinner,648,12.2,69.1,36.3,Veg,None,Veg_Dinner
Orange chiffon pie,Lunch,518,9.7,57.8,27.9,Veg,None,Veg_Lunch
Orange chiffon pie,Dinner,518,9.7,57.8,27.9,Veg,None,Veg_Dinner
Cream buns,Lunch,539,11.1,35.4,39.5,Veg,Dairy,Veg_Lunch
Cream buns,Dinner,539,11.1,35.4,39.5,Veg,Dairy,Veg_Dinner
Savoury puffs,Lunch,476,23.8,27.0,38.1,Veg,None,Veg_Lunch
Savoury puffs,Dinner,476,23.8,27.0,38.1,Veg,None,Veg_Dinner
Choux swans,Lunch,540,10.9,37.3,39.0,Veg,None,Veg_Lunch
Choux swans,Dinner,540,10.9,37.3,39.0,Veg,None,Veg_Dinner
Potato aigrettes,Lunch,1325,5.9,20.0,135.6,Veg,None,Veg_Lunch
Potato aigrettes,Dinner,1325,5.9,20.0,135.6,Veg,None,Veg_Dinner
Cream horns,Lunch,1020,8.6,57.8,83.9,Veg,Dairy,Veg_Lunch
Cream horns,Dinner,1020,8.6,57.8,83.9,Veg,Dairy,Veg_Dinner
Savoury cheese horns,Lunch,737,14.2,53.4,51.8,Veg,None,Veg_Lunch
Savoury cheese horns,Dinner,737,14.2,53.4,51.8,Veg,None,Veg_Dinner
Paneer patties,Lunch,846,19.0,57.0,59.9,Veg,Dairy,Veg_Lunch
Paneer patties,Dinner,846,19.0,57.0,59.9,Veg,Dairy,Veg_Dinner
Vegetable patties ,Lunch,654,10.0,52.4,44.3,Veg,None,Veg_Lunch
Vegetable patties ,Dinner,654,10.0,52.4,44.3,Veg,None,Veg_Dinner
Pearl millet infant food (Bajra shishu aahaar),Lunch,906,30.0,155.2,16.6,Veg,None,Veg_Lunch
Pearl millet infant food (Bajra shishu aahaar),Dinner,906,30.0,155.2,16.6,Veg,None,Veg_Dinner
Sajina,Lunch,863,27.0,167.2,7.6,Veg,None,Veg_Lunch
Sajina,Dinner,863,27.0,167.2,7.6,Veg,None,Veg_Dinner
Cereal mix ,Breakfast,181,5.0,32.8,3.0,Veg,None,Veg_Breakfast
Cereal mix ,Snack,181,5.0,32.8,3.0,Veg,None,Veg_Snack
Pulse mix,Breakfast,124,4.7,24.0,0.8,Veg,None,Veg_Breakfast
Pulse mix,Snack,124,4.7,24.0,0.8,Veg,None,Veg_Snack
Shishu ahar,Breakfast,140,3.9,26.1,2.1,Veg,None,Veg_Breakfast
Shishu ahar,Snack,140,3.9,26.1,2.1,Veg,None,Veg_Snack
Cereal pulse mix with amylase rice flour,Lunch,378,10.7,69.5,6.8,Veg,None,Veg_Lunch
Cereal pulse mix with amylase rice flour,Dinner,378,10.7,69.5,6.8,Veg,None,Veg_Dinner
Banana groundnut paste/puree,Lunch,532,10.7,90.4,13.6,Veg,Nuts,Veg_Lunch
Banana groundnut paste/puree,Dinner,532,10.7,90.4,13.6,Veg,Nuts,Veg_Dinner
Rice dal porridge (Chawal dal ki khichdi/khichri),Lunch,958,27.0,162.6,20.8,Veg,None,Veg_Lunch
Rice dal porridge (Chawal dal ki khichdi/khichri),Dinner,958,27.0,162.6,20.8,Veg,None,Veg_Dinner
Lentils and semolina porridge (Dal suji porridge/daliya),Breakfast,175,4.9,34.8,1.6,Veg,None,Veg_Breakfast
Lentils and semolina porridge (Dal suji porridge/daliya),Snack,175,4.9,34.8,1.6,Veg,None,Veg_Snack
Spinach khichri (Palak khichri/khichdi),Breakfast,153,5.1,26.0,2.9,Veg,None,Veg_Breakfast
Spinach khichri (Palak khichri/khichdi),Snack,153,5.1,26.0,2.9,Veg,None,Veg_Snack
Vegetable mix,Lunch,435,11.8,90.1,2.3,Veg,None,Veg_Lunch
Vegetable mix,Dinner,435,11.8,90.1,2.3,Veg,None,Veg_Dinner
Lentils and wheat porridge (Dal wheat porridge/daliya ),Breakfast,78,4.1,12.5,1.4,Veg,Gluten,Veg_Breakfast
Lentils and wheat porridge (Dal wheat porridge/daliya ),Snack,78,4.1,12.5,1.4,Veg,Gluten,Veg_Snack
Maize porridge,Breakfast,134,3.2,23.5,2.8,Veg,None,Veg_Breakfast
Maize porridge,Snack,134,3.2,23.5,2.8,Veg,None,Veg_Snack
Spinach peanut burfi (Palak aur mungfali ki burfi),Breakfast,158,5.0,20.4,6.6,Veg,Nuts,Veg_Breakfast
Spinach peanut burfi (Palak aur mungfali ki burfi),Snack,158,5.0,20.4,6.6,Veg,Nuts,Veg_Snack
Split bengal gram burfi/fudge (Channa dal burfi),Lunch,718,11.6,136.6,17.7,Veg,None,Veg_Lunch
Split bengal gram burfi/fudge (Channa dal burfi),Dinner,718,11.6,136.6,17.7,Veg,None,Veg_Dinner
Chickpea flour cookies (Sweet besan rounds/cookies),Lunch,517,10.7,99.1,8.6,Veg,None,Veg_Lunch
Chickpea flour cookies (Sweet besan rounds/cookies),Dinner,517,10.7,99.1,8.6,Veg,None,Veg_Dinner
Pearl millet mathri (Bajra mathri),Lunch,1962,4.6,18.6,207.8,Veg,None,Veg_Lunch
Pearl millet mathri (Bajra mathri),Dinner,1962,4.6,18.6,207.8,Veg,None,Veg_Dinner
Sesame biscuit (Til ke biscuit),Snack,1060,20.7,134.1,48.4,Veg,None,Veg_Snack
Fermented bengal gram vada (Khameerikrit/Ufna hua channa dal ka vada),Lunch,1643,10.1,21.7,168.0,Veg,None,Veg_Lunch
