index,name,gif_url,ok,status,error
182,Barbell Romanian Deadlift,https://wger.de/media/exercise-images/1750/c5ff74e1-b494-4df0-a13f-89c630b88ef9.webp,True,206,
183,Barbell Seated Behind Head Military Press,https://wger.de/media/exercise-images/1227/57415c3c-2963-4130-9f6f-79f6a96113b6.gif,True,206,
184,Barbell Seated Bradford Rocky Press,https://wger.de/media/exercise-images/1227/57415c3c-2963-4130-9f6f-79f6a96113b6.gif,True,206,
185,Barbell Seated Calf Raise,https://wger.de/media/exercise-images/1620/edd40e39-e337-4460-a8dd-6127d40ddd16.jpeg,True,206,
186,Barbell Seated Calf Raise,https://wger.de/media/exercise-images/1620/edd40e39-e337-4460-a8dd-6127d40ddd16.jpeg,True,206,
187,Barbell Seated Close Grip Behind Neck Triceps Extension,https://wger.de/media/exercise-images/1519/fab7f641-27d4-40b5-8edd-1a0a137bfd94.gif,True,206,
188,Barbell Seated Close-Grip Concentration Curl,https://wger.de/media/exercise-images/1519/fab7f641-27d4-40b5-8edd-1a0a137bfd94.gif,True,206,
189,Barbell Seated Good Morning,https://wger.de/media/exercise-images/1594/e030d44e-d023-4fef-a3bd-934d70f65d96.gif,True,206,
190,Barbell Seated Overhead Press,https://wger.de/media/exercise-images/1893/7dbad19e-0616-41fd-9d7d-3e21649c0eea.png,True,206,
191,Barbell Seated Overhead Triceps Extension,https://wger.de/media/exercise-images/1519/fab7f641-27d4-40b5-8edd-1a0a137bfd94.gif,True,206,
192,Barbell Seated Twist,https://wger.de/media/exercise-images/1594/e030d44e-d023-4fef-a3bd-934d70f65d96.gif,True,206,
193,Barbell Shrug,https://wger.de/media/exercise-images/1645/9e730259-1dcd-4b5e-b4cc-9ebc0cfda75c.webp,True,206,
194,Barbell Side Bent V. 2,https://wger.de/media/exercise-images/1650/1d7a5336-ec0b-4898-a474-78ba32789bf3.webp,True,206,
195,Barbell Side Split Squat,https://wger.de/media/exercise-images/1653/c10c4e17-1e14-4cf9-930b-cc3a614f15dd.webp,True,206,
196,Barbell Side Split Squat V. 2,https://wger.de/media/exercise-images/1594/e030d44e-d023-4fef-a3bd-934d70f65d96.gif,True,206,
197,Barbell Single Leg Deadlift,https://wger.de/media/exercise-images/1641/68d9488d-2596-420f-be0f-52aa70732c83.webp,True,206,
